Date,Adj Close,Volume
,EFA,EFA
2006-01-03,34.77123260498047,7778500
2006-01-04,35.059959411621094,5231500
2006-01-05,34.88446044921875,4953800
2006-01-06,35.354331970214844,5326600
2006-01-09,35.37131881713867,3057200
2006-01-10,35.05428695678711,3608400
2006-01-11,35.354331970214844,4077000
2006-01-12,35.06561279296875,3438400
2006-01-13,35.20148468017578,2582100
2006-01-17,34.75991439819336,3501700
2006-01-18,34.29002380371094,3444800
2006-01-19,34.6806526184082,5194300
2006-01-20,34.15415954589844,5101100
2006-01-23,34.62969970703125,5957000
2006-01-24,34.805198669433594,3037100
2006-01-25,34.92407989501953,3563000
2006-01-26,35.33734893798828,3474100
2006-01-27,35.524166107177734,3571300
2006-01-30,35.552486419677734,3050100
2006-01-31,35.58644104003906,3681800
2006-02-01,35.69401550292969,4100900
2006-02-02,35.29206848144531,4136500
2006-02-03,35.20148468017578,7103400
2006-02-06,35.15053939819336,2528900
2006-02-07,34.890113830566406,3779000
2006-02-08,35.01466369628906,4463400
2006-02-09,35.08260726928711,3885000
2006-02-10,35.00333786010742,2125000
2006-02-13,34.75991439819336,3482600
2006-02-14,35.144866943359375,3066500
2006-02-15,34.82783889770508,6430600
2006-02-16,35.1618537902832,2418100
2006-02-17,35.059959411621094,6936300
2006-02-21,35.06561279296875,2872600
2006-02-22,35.33169174194336,6620200
2006-02-23,35.42227554321289,3203900
2006-02-24,35.54115676879883,3580600
2006-02-27,35.665706634521484,2755700
2006-02-28,35.33734893798828,11384100
2006-03-01,35.69967269897461,4076900
2006-03-02,35.631744384765625,2822200
2006-03-03,35.48454284667969,5237600
2006-03-06,35.34868240356445,2946500
2006-03-07,34.918418884277344,3858200
2006-03-08,35.03730773925781,2873700
2006-03-09,34.9976806640625,4765700
2006-03-10,35.52983474731445,3744300
2006-03-13,35.824222564697266,2515800
2006-03-14,36.203529357910156,3769000
2006-03-15,36.333740234375,5171500
2006-03-16,36.452613830566406,3464200
2006-03-17,36.62811279296875,2797000
2006-03-20,36.70170593261719,2259000
2006-03-21,36.32240676879883,4341300
2006-03-22,36.66208267211914,3161400
2006-03-23,36.22050857543945,5467700
2006-03-24,36.50922775268555,3362600
2006-03-27,36.446956634521484,4893200
2006-03-28,36.0959587097168,3977600
2006-03-29,36.57149887084961,2738000
2006-03-30,37.01307678222656,5073200
2006-03-31,36.75265884399414,5380100
2006-04-03,37.15460968017578,6945100
2006-04-04,37.448997497558594,3560600
2006-04-05,37.57353973388672,3615600
2006-04-06,37.60750198364258,2806400
2006-04-07,37.17724609375,4531900
2006-04-10,37.24518585205078,3222100
2006-04-11,36.99609375,5924600
2006-04-12,36.81492233276367,6929500
2006-04-13,36.91117858886719,3974900
2006-04-17,37.08100128173828,2309400
2006-04-18,37.83961486816406,4494100
2006-04-19,38.100040435791016,3753900
2006-04-20,37.93019485473633,6370500
2006-04-21,38.1849479675293,2464500
2006-04-24,38.224586486816406,1778000
2006-04-25,38.201942443847656,4088800
2006-04-26,38.4397087097168,4610400
2006-04-27,38.507633209228516,3101300
2006-04-28,38.51329803466797,3910500
2006-05-01,38.49631118774414,3377000
2006-05-02,39.085086822509766,6046400
2006-05-03,38.85297775268555,4595600
2006-05-04,39.153018951416016,2996100
2006-05-05,39.753108978271484,3404600
2006-05-08,39.71915054321289,3313400
2006-05-09,39.956912994384766,3747200
2006-05-10,39.83237075805664,4080100
2006-05-11,39.430423736572266,6549900
2006-05-12,38.92090606689453,5935200
2006-05-15,38.58688735961914,5947000
2006-05-16,38.53029251098633,2687500
2006-05-17,37.301788330078125,4996900
2006-05-18,37.188575744628906,5215300
2006-05-19,37.375404357910156,3712900
2006-05-22,36.55452346801758,5725300
2006-05-23,36.565826416015625,5083400
2006-05-24,36.54319381713867,4414000
2006-05-25,37.03572082519531,5204000
2006-05-26,37.33576202392578,5687200
2006-05-30,36.76963806152344,2933100
2006-05-31,37.0413932800293,5671700
2006-06-01,37.279151916503906,4111200
2006-06-02,37.64147186279297,4277800
2006-06-05,36.826263427734375,3549700
2006-06-06,36.37902069091797,4594400
2006-06-07,35.88083267211914,3892300
2006-06-08,35.08824920654297,12178100
2006-06-09,35.04862976074219,4961800
2006-06-12,34.74858093261719,3024300
2006-06-13,33.6616325378418,6131600
2006-06-14,34.14849090576172,5532100
2006-06-15,35.32604217529297,6355700
2006-06-16,35.04297637939453,4610800
2006-06-19,34.86747360229492,4358900
2006-06-20,35.076934814453125,3953400
2006-06-21,35.52983474731445,3138600
2006-06-22,35.343013763427734,4670300
2006-06-23,35.24111557006836,2508200
2006-06-26,35.518516540527344,2044000
2006-06-27,34.86181640625,4121700
2006-06-28,35.258094787597656,4952700
2006-06-29,36.560184478759766,7741100
2006-06-30,37.018733978271484,5907200
2006-07-03,37.21123504638672,9164600
2006-07-05,36.50358200073242,6388500
2006-07-06,36.88853073120117,4385500
2006-07-07,36.718692779541016,3124800
2006-07-10,37.02439880371094,3957500
2006-07-11,37.12630844116211,4199400
2006-07-12,36.429962158203125,3154800
2006-07-13,35.790252685546875,4183900
2006-07-14,35.48454284667969,3555800
2006-07-17,34.986358642578125,2899700
2006-07-18,34.929744720458984,3659800
2006-07-19,35.790252685546875,5192700
2006-07-20,35.597774505615234,2644500
2006-07-21,35.597774505615234,3641900
2006-07-24,36.24314880371094,3025500
2006-07-25,36.23181915283203,4507400
2006-07-26,36.4865837097168,3045900
2006-07-27,36.71303939819336,4190200
2006-07-28,37.448997497558594,3029200
2006-07-31,37.31878662109375,3475500
2006-08-01,37.05836486816406,3778900
