AnnRet_T,Vol_T,Sharpe_T,AnnRet_L,Vol_L,Sharpe_L,DM_stat,DM_p_two_sided,Boot_CI_lo,Boot_CI_hi,Boot_p_one_sided,Lo_Sh_T,Lo_SE_T,Lo_Sh_L,Lo_SE_L,Lo_z_diff,Lo_p_two_sided,JK_z,JK_p_two_sided
0.1249343965060241,0.13331430056932464,0.09920203535018238,0.10560630975903615,0.13286925079326434,0.07936167711602307,-0.948205562566562,0.34302481589931144,-0.02028739329508958,0.06696615607487778,0.1724,0.09920203535018238,0.04784554231272866,0.07936167711602307,0.04689571256136091,0.2961444172085046,0.7671197944399699,0.9477547972885426,0.3432542973478323
