,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,LQD,HYG,GLD,DBC,VNQ
2009-01-09,0.059194005698285555,0.10376689433941176,0.0,0.0,0.09993188667603951,0.0,0.629766575608157,0.0,0.07573660197130108,0.03160403570680504,0.0,0.0
2009-01-16,0.04900115779136818,0.10416701439253019,0.0,0.0,0.09803459375294733,0.0,0.6388288950724862,0.0,0.07849561143046961,0.03147272756019852,0.0,0.0
2009-01-23,0.051295510401059514,0.11229094493594169,0.0,0.0,0.09653277280445466,0.0,0.6297964107189462,0.0,0.07598313665650001,0.03410122448309794,0.0,0.0
2009-01-30,0.06015969051659263,0.11331155362481683,0.0,0.0,0.09400928449124488,0.0,0.6199355531732779,0.0,0.0732772640440503,0.039306654150017356,0.0,0.0
2009-02-06,0.0507761681307968,0.12011462814108888,0.0,0.0,0.0980613820998125,0.0,0.5928451321519721,0.0,0.08342587114821054,0.05477681832811889,0.0,0.0
2009-02-13,0.047285063926248656,0.13030863354054817,0.0,0.0,0.1023257972199612,0.0,0.5881569062471488,0.0,0.08032764932425214,0.05159594974184111,0.0,0.0
2009-02-20,0.05231266899317314,0.12874109580718834,0.0,0.0,0.1014373953352595,0.0,0.5925765924541471,0.0,0.07478038111397682,0.050151866296255246,0.0,0.0
2009-02-27,0.05914680911890237,0.13635397132940802,0.0,0.0,0.09302623617516251,0.0,0.5803654561771897,0.0,0.07224890145677441,0.05885862574256314,0.0,0.0
2009-03-06,0.042459570966646605,0.11771124085525858,0.0,0.0,0.11690961021351433,0.0,0.6163115123253156,0.0,0.07333921709772306,0.03326884854154191,0.0,0.0
2009-03-13,0.042394127666389454,0.11775291115732417,0.0,0.0,0.11675174597305839,0.0,0.616283184147993,0.0,0.07345287142051883,0.03336515963471602,0.0,0.0
2009-03-20,0.04614912133384304,0.11684530968253344,0.0,0.0,0.11117112858066944,0.0,0.614446774660383,0.0,0.07906715695206615,0.03232050879050491,0.0,0.0
2009-03-27,0.036056746698024444,0.11721416555293075,0.0,0.0,0.10676577910548803,0.0,0.6327213900042237,0.0,0.0784289745937082,0.028812944045624907,0.0,0.0
2009-04-03,0.05524486984705007,0.11904069122124421,0.0,0.0,0.11538032304115393,0.0,0.5860445244787625,0.0,0.09330555751997686,0.030984033891812257,0.0,0.0
2009-04-10,0.0,0.13218627596186291,0.0,0.0,0.11123476475340063,0.0,0.6568906267787514,0.0,0.08716067798081627,0.01252765452516854,0.0,0.0
2009-04-17,0.0,0.13158233868850716,0.0,0.0,0.11601943987452791,0.0,0.6514109729226472,0.0,0.0865308982014574,0.014456350312860421,0.0,0.0
2009-04-24,0.0,0.13041189901625405,0.0,0.0,0.11410011674982254,0.0,0.6496311151364463,0.0,0.08901442878751821,0.016842440309958837,0.0,0.0
2009-05-01,0.0,0.14161489781859177,0.0,0.0,0.10308281599469107,0.0,0.6463219708299731,0.0,0.08255732659455278,0.02642298876219131,0.0,0.0
2009-05-08,0.0,0.139031391319963,0.0,0.0,0.10656607100809755,0.0,0.6473912418422799,0.0,0.08648518691752446,0.02052610891213513,0.0,0.0
2009-05-15,0.0,0.08441827112981705,0.0,0.0,0.12078301013620762,0.0,0.7124343442431965,0.0,0.060414989023728355,0.02194938546705044,0.0,0.0
2009-05-22,0.0020738212791119514,0.09180424707899534,0.0,0.0,0.12289364890778542,0.0,0.6983624704642725,0.0,0.059196510002827864,0.025669302267007005,0.0,0.0
2009-05-29,0.0,0.09154374266194944,0.0,0.0,0.1255928781387828,0.0,0.674006461225515,0.0,0.08357586309748118,0.025281054876271605,0.0,0.0
2009-06-05,0.0,0.10753809162228789,0.0,0.0,0.12489695626483327,0.0,0.6553940394179159,0.0,0.0789877727018725,0.03318313999309033,0.0,0.0
2009-06-12,0.0,0.12207001209983634,0.0,0.0,0.13136366885365933,0.0,0.6243638579831672,0.0,0.08179171359907254,0.04041074746426463,0.0,0.0
2009-06-19,0.0,0.11756768600907157,0.0,0.0,0.128146525292887,0.0,0.6400592447392343,0.0,0.07956651508682087,0.034660028871986395,0.0,0.0
2009-06-26,0.0,0.13667225888171242,0.0,0.0,0.12300545437617895,0.0,0.6088932826613496,0.0,0.09054015302412521,0.04088885105663386,0.0,0.0
2009-07-03,0.0,0.1353740363509232,0.0,0.0,0.12560160786087232,0.0,0.6113830369498873,0.0,0.08789867613961917,0.03974264269869785,0.0,0.0
2009-07-10,0.0,0.13095527484370081,0.0,0.0,0.12769773523474515,0.0,0.6113758872746636,0.0,0.09316130475640186,0.036809797890488515,0.0,0.0
2009-07-17,0.0,0.1290480467797544,0.0,0.0,0.12643863268443634,0.0,0.6230527538798977,0.0,0.08616850700992283,0.035292059645988826,0.0,0.0
2009-07-24,0.0,0.13775471496423378,0.0,0.0,0.12304962952123497,0.0,0.6081667647770225,0.0,0.08681455449692771,0.04421433624058111,0.0,0.0
2009-07-31,0.0,0.14098211484440445,0.0,0.0,0.12044901140646797,0.0,0.6041690648342903,0.0,0.0879746934839221,0.04642511543091519,0.0,0.0
2009-08-07,0.0,0.14894717546720693,0.0,0.0,0.12080596797355561,0.0,0.5848246277880571,0.0,0.09970014309399876,0.04572208567718162,0.0,0.0
2009-08-14,0.0,0.146139857247091,0.0,0.0,0.12434231310600201,0.0,0.5883634585688944,0.0,0.08438758002058343,0.054363544401736845,0.0,0.0024032466556922097
2009-08-21,0.0,0.1444739862532296,0.0,0.0,0.11399808337760184,0.0,0.6216733798287001,0.0,0.07037593071557116,0.0494786198248975,0.0,0.0
2009-08-28,0.0,0.14575620903063097,0.0,0.0,0.11289331042874665,0.0,0.6181325355472415,0.0,0.06967466057332491,0.05354328442005587,0.0,0.0
2009-09-04,0.0,0.1539946820138113,0.0,0.0,0.10705217575189102,0.0,0.6151107751322199,0.0038356721716778673,0.06358332519258883,0.05604207319208583,0.0,0.000381296545725362
2009-09-11,0.0,0.15323290745285328,0.0,0.0,0.1084459231646739,0.0,0.6080455359304604,0.006971172821245067,0.06330061033034157,0.060003850300425834,0.0,0.0
2009-09-18,0.0,0.1548453697829733,0.0,0.0,0.10434140480913262,0.0,0.6100622068192275,0.005072499830071844,0.0660792960683926,0.059012319116285857,0.0,0.0005869035739160963
2009-09-25,0.0,0.15609286940045455,0.0,0.0,0.10566145240060189,0.0,0.5962772610552823,0.0058943190450457305,0.0723237074430436,0.0596723787576528,0.0,0.004078011897919233
2009-10-02,0.0,0.15717600172218987,0.0,0.0,0.10970248317969163,0.0,0.5919935296550362,0.0019350168838221126,0.07833700812344471,0.059120778923914125,0.0,0.0017351815119015577
2009-10-09,0.0,0.153713061352077,0.0,0.0,0.11228936943473374,0.0,0.5937094227167167,0.0,0.08243393403851433,0.056523418394164096,0.0,0.0013307940637941893
2009-10-16,0.0,0.15316862801643447,0.0,0.0,0.10677192587975731,0.0,0.5943535889908421,0.0,0.08253022980853042,0.06317562730443567,0.0,0.0
2009-10-23,0.0,0.1504880758574488,0.0,0.0,0.10898791081502714,0.0,0.5974249190825038,0.0,0.08205528558138761,0.06104380866363243,0.0,0.0
2009-10-30,0.0,0.163652646720493,0.0,0.0,0.10893980853304065,0.0,0.5718559759387088,0.0,0.08973606710197708,0.06208544801587919,0.0,0.0037300536899012716
2009-11-06,0.0,0.15838584568531333,0.0,0.0,0.10472758222396407,0.0,0.581076120161174,0.0015374596198426231,0.08176087427839643,0.06193817832708497,0.0,0.010573939704224421
2009-11-13,0.0,0.15991594215857421,0.0,0.0,0.10417393260761573,0.0,0.5771729159303003,0.0035972675992988605,0.08011684104113545,0.06655812826066969,0.0,0.00846497240240587
2009-11-20,0.0,0.16332091048531208,0.0,0.0,0.10099883981120018,0.0,0.5733800526742457,0.006428713040217484,0.07542534594074655,0.06750931337348262,0.0,0.012936824674795388
2009-11-27,0.0,0.16033699554189343,0.0,0.0,0.10359111958392936,0.0,0.5679375719208389,0.005141058027008694,0.07943123014075883,0.0712896019053935,0.0,0.012272422880177224
2009-12-04,0.0057618142952158115,0.16113238569055024,0.0,0.0,0.09942152360722101,0.0,0.5683944917668174,0.005460183911547756,0.0753387643995399,0.07182224842590504,0.0,0.012668587903202768
2009-12-11,0.0,0.1526200889895402,0.0,0.0,0.10401495245725234,0.0,0.5627420850347421,0.0233367419105444,0.07199629218633691,0.06961015558934952,0.0,0.015679683832234333
2009-12-18,0.0,0.15213724220336922,0.0,0.0,0.10689108555853144,0.0,0.5688000313178343,0.014175177681761823,0.07767139796008701,0.06630126823031335,0.0,0.014023797048102927
