vol_ann,mu_ann
0.042779011214354325,0.0385027860583191
0.04279578384637063,0.03701404401351408
0.042810184979358804,0.03999152810312412
0.04286044658667465,0.03552530196870907
0.042889200592835394,0.041480270147929134
0.042972783249745336,0.034036559923904045
0.043015794413848896,0.04296901219273415
0.04313242134272645,0.03254781787909903
0.043189548071877824,0.04445775423753917
0.043338838166012986,0.03105907583429401
0.043409895280777475,0.045946496282344186
0.043591369195171335,0.029570333789488992
0.0436761308492359,0.04743523832714921
0.04388921843774493,0.028081591744683977
0.043987421561937155,0.04892398037195422
0.04423147040150188,0.02659284969987896
0.04434281855511737,0.05041272241675924
0.0446171032757425,0.02510410765507394
0.04474127078205353,0.05190146446156426
0.045045002914797294,0.02361536561026892
0.04518163915807506,0.053390206506369275
0.04551397722135927,0.022126623565463903
0.04566271098899469,0.0548789485511743
0.0460227705538814,0.020637881520658888
0.04618321431813618,0.05636769059597931
0.046570077823002445,0.01914913947585387
0.04674183187126742,0.05785643264078433
0.04715455799243891,0.01766039743104885
0.04733721433127694,0.05934517468558935
0.04777484675559465,0.016171655386243836
0.04796799273104057,0.060833916730394365
0.04842956821627993,0.014682913341438817
0.04863278980977298,0.06232265877519938
0.04911734545704356,0.013194171296633798
0.04933023023212487,0.0638114008200044
0.049836809929150704,0.01170542925182878
0.050058949618063536,0.06530014286480942
0.05058660964245893,0.010216687207023763
0.05081760237368237,0.06678888490961443
0.0513654161704082,0.008727945162218746
0.051604868347783266,0.06827762695441945
0.05217193051475511,0.0072392031174137285
0.052419458366248756,0.06976636899922448
0.05300488789677917,0.005750461072608711
0.053260118716223465,0.07125511104402948
0.053863061557066244,0.004261719027803693
0.0541256346656373,0.0727438530888345
0.05474526565546081,0.0027729769829986754
0.05501483311150138,0.07423259513363953
0.05565035736731737,0.0012842349381936575
0.05592658445364912,0.07572133717844454
0.056859803790133105,0.07721007922324956
0.05781345152721996,0.07869882126805458
0.05878653349164651,0.08018756331285959
0.0597781006261928,0.08167630535766461
0.06078724834225083,0.08316504740246963
0.06181311559536703,0.08465378944727464
0.06285488374204846,0.08614253149207966
0.06391177522869428,0.08763127353688469
0.06498305215651493,0.08912001558168971
0.0660680147598369,0.09060875762649472
0.06716599982931992,0.09209749967129974
0.06827637910635617,0.09358624171610476
0.06939855767027167,0.09507498376090977
0.07053197233588229,0.09656372580571479
0.0716760900754345,0.09805246785051981
0.07283040647593847,0.09954120989532482
0.07399444424033151,0.10102995194012984
0.07516775173874186,0.10251869398493486
0.07634990161431264,0.10400743602973987
0.07754048944654526,0.1054961780745449
0.07873913247389042,0.10698492011934992
0.07994546837631523,0.10847366216415494
0.08115915411777319,0.10996240420895995
0.08237986484786798,0.11145114625376497
0.08360729286150831,0.11293988829856999
0.08484114661497408,0.114428630343375
0.08608114979653517,0.11591737238818002
0.08732704044956531,0.11740611443298504
0.08857857014596134,0.11889485647779005
0.08983550320759862,0.12038359852259507
0.09109761597351719,0.1218723405674001
0.09236469611053164,0.1233610826122051
0.09363654196498176,0.12484982465701012
0.09491296195338766,0.12633856670181515
0.09619377398983328,0.12782730874662016
0.09747880494797587,0.1293160507914252
0.09876789015565947,0.1308047928362302
0.10006087292019689,0.1322935348810352
0.10135760408247455,0.13378227692584024
0.10265794159812486,0.13527101897064525
0.10396175014410279,0.13675976101545026
0.10526890074909206,0.1382485030602553
0.10657927044625523,0.1397372451050603
0.10789274194692766,0.1412259871498653
0.10920920333393669,0.14271472919467035
0.11052854777330794,0.14420347123947536
0.11185067324319596,0.14569221328428036
0.11317548227894796,0.1471809553290854
0.11450288173327873,0.1486696973738904
