Date,Static MVO,MGARCH-MVO,LSTM (returns only),Transformer (returns only),LSTM (+MGARCH feats),Transformer (+MGARCH feats),LSTM (+vol-credit feats),Transformer (+vol-credit feats)
2009-01-09,-0.018138358294613778,-0.01882904145038741,,,,,,
2009-01-16,-0.030396106891636514,-0.028554235321395404,,,,,,
2009-01-23,-0.011856822822939917,-0.013925401561268598,,,,,,
2009-01-30,0.010382407754166809,0.005971097315102353,,,,,,
2009-02-06,0.030734990365984167,0.03148688752316114,,,,,,
2009-02-13,-0.01276189493555401,-0.012805430474389002,,,,,,
2009-02-20,-0.0345412359341022,-0.03462456926743553,,,,,,
2009-02-27,-0.03805412902466532,-0.03652301190107688,,,,,,
2009-03-06,-0.03095347113020815,-0.02310960244383685,,,,,,
2009-03-13,0.05965777214594039,0.058246575962612415,,,,,,
2009-03-20,0.019066469989927608,0.019761287588378428,,,,,,
2009-03-27,0.02962077961077314,0.029537446277439806,,,,,,
2009-04-03,0.020178628766372674,0.020178628766372674,,,,,,
2009-04-10,0.009764874576895958,0.008773582037811017,,,,,,
2009-04-17,0.008811001680012859,0.010211764573433566,,,,,,
2009-04-24,0.009834110425926804,0.009734110425926805,,,,,,
2009-05-01,0.006767308074061884,0.012103611685690132,,,,,,
2009-05-08,0.024442202161631708,0.02565385739653446,,,,,,
2009-05-15,-0.017071738289023138,-0.022121541665455473,,,,,,
2009-05-22,0.019737774718784285,0.013307276709122889,,,,,,
2009-05-29,0.025818722322585242,0.02784057489414115,,,,,,
2009-06-05,0.0031897485103156756,0.0031064151769823424,,,,,,
2009-06-12,0.00028127604761926054,0.00028127604761926054,,,,,,
2009-06-19,-0.019187484556109562,-0.019187484556109562,,,,,,
2009-06-26,0.011360669974187006,0.00902125214672181,,,,,,
2009-07-03,-0.008219894605584137,-0.009514095827056429,,,,,,
2009-07-10,-0.013926701084477872,-0.014734458559456912,,,,,,
2009-07-17,0.03776935214159233,0.031176906696429425,,,,,,
2009-07-24,0.02901992231699667,0.028365994048593836,,,,,,
2009-07-31,0.012582734349131163,0.015264875255254821,,,,,,
2009-08-07,0.0011002516259413118,-0.0008184864985764713,,,,,,
2009-08-14,-0.010884966774718905,0.0005189258322984582,,,,,,
2009-08-21,0.009198612417637702,0.010672646511676204,,,,,,
2009-08-28,0.0012294552139363,0.00517988436610342,,,,,,
2009-09-04,0.007800029953068861,-0.009934869010269187,,,,,,
2009-09-11,0.021910097861798237,0.024141941988396386,,,,,,
2009-09-18,0.011471402027288805,0.02165181898928502,,,,,,
2009-09-25,-0.012869969926998072,-0.021705235378536674,,,,,,
2009-10-02,-0.008061352811013027,-0.007973463044772682,,,,,,
2009-10-09,0.031459095949691096,0.032861806128202796,,,,,,
2009-10-16,0.007067593931294019,0.016464121998225834,,,,,,
2009-10-23,0.002954802438146842,0.0061077652272364,,,,,,
2009-10-30,-0.031072271917437114,-0.03450961293886802,,,,,,
2009-11-06,0.023086782383714637,0.026193518326619356,,,,,,
2009-11-13,0.023822263806156267,0.017401522889379652,,,,,,
2009-11-20,0.001347611519153966,0.001161037028201956,,,,,,
2009-11-27,-0.001243169953498363,-0.002097702524380605,,,,,,
2009-12-04,0.01677563970365327,0.01677563970365327,,,,,,
2009-12-11,-0.010110301234954693,-0.00867927844360778,,,,,,
2009-12-18,0.0015358791895494477,-0.0011670976876856011,,,,,,
2009-12-25,0.012684641691661952,0.008972778694784207,,,,,,
2010-01-01,-0.005538180825441778,-0.006194518507962192,,,,,,
2010-01-08,0.018014970861965775,0.024237119041245012,,,,,,
2010-01-15,-0.0058855129019963065,-0.012246847256632798,,,,,,
2010-01-22,-0.027600770976562092,-0.030869692005350648,,,,,,
2010-01-29,-0.01306746246314696,-0.016118124983155183,,,,,,
2010-02-05,-0.006930036072909275,-0.009244415626754663,,,,,,
2010-02-12,0.006409560764455521,0.006809820353515905,,,,,,
2010-02-19,0.022021525834090137,0.018272843915099098,,,,,,
2010-02-26,0.003655638829200512,0.0036625716390580446,,,,,,
2010-03-05,0.022258595787282353,0.021027119184525746,,,,,,
2010-03-12,0.006458853701577897,0.0029444418044963913,,,,,,
2010-03-19,0.003957258192903855,0.0023205761624113678,,,,,,
2010-03-26,0.00180313825804514,0.0021710374643491917,,,,,,
