,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,LQD,HYG,GLD,DBC,VNQ
2009-01-09,0.0,0.12040509558815202,0.013047015963305274,0.0,0.11748077812693593,0.0,0.6276178845034139,0.0,0.10690987360021417,0.011391364855061984,0.0031479873629167822,0.0
2009-01-16,0.0,0.12677443219071766,0.01185031324409708,0.0,0.11594316868278016,0.0,0.6066084077058046,0.0,0.12167646989552351,0.017147208281077107,0.0,0.0
2009-01-23,0.0022319358349664957,0.13018094910821038,0.0035433079747431762,0.0,0.12108169755106211,0.0,0.6088340422514777,0.0,0.11867966369981117,0.012463607017296168,0.002984796562432786,0.0
2009-01-30,0.03275749938380736,0.1325644349141303,0.0,0.0,0.1224713614983543,0.0,0.574728991802709,0.0,0.11710229683256368,0.016284390607340188,0.004091024961095351,0.0
2009-02-06,0.0,0.1548881207633179,0.005627951136982438,0.0,0.13049200784043632,0.0,0.5265149379474513,0.0,0.14399571136948136,0.03848127094233072,0.0,0.0
2009-02-13,0.0,0.17093386591346532,0.02021700500839317,0.0,0.12558196211268774,0.0,0.5103083293773767,0.0,0.13727524534470753,0.03568359224336933,0.0,0.0
2009-02-20,0.01825015847579767,0.16013846531037046,0.0,0.0,0.13396535640256466,0.0,0.5204724413879274,0.0,0.12881187617910933,0.038361702244230425,0.0,0.0
2009-02-27,0.0,0.18460597252983096,0.0,0.0,0.12054916192716864,0.0,0.5122559747010663,0.0,0.13279306370670604,0.049795827135227934,0.0,0.0
2009-03-06,0.0,0.1554540415280362,0.0,0.0,0.14038214223928364,0.0,0.553524331544448,0.0,0.12214407071504392,0.028495413973188114,0.0,0.0
2009-03-13,0.0030714954831944676,0.1551097755858308,0.0,0.0,0.14141611303687243,0.0,0.5466125706969464,0.0,0.12326919842840806,0.030520846768747965,0.0,0.0
2009-03-20,0.0,0.15814077494360249,0.0,0.0,0.1329212752270638,0.0,0.5439968936160319,0.0,0.13638184728081862,0.02855920893248332,0.0,0.0
2009-03-27,0.006487896693737839,0.15701413491760635,0.0,0.0,0.1269609205522692,0.0,0.5427661263355997,0.0,0.13496257818407023,0.03180834331671656,0.0,0.0
2009-04-03,0.01565019746990448,0.16099468294319821,0.0,0.0,0.12848321419418227,0.0,0.5110428112719602,0.0,0.14117034950596696,0.04265874461478802,0.0,0.0
2009-04-10,0.11595473555008849,0.20184533372304925,0.0,0.0,0.0969485079370705,0.1106708859378545,0.17151235945092283,0.0,0.14643568330252857,0.15663249409848598,0.0,0.0
2009-04-17,0.0,0.12988894795234893,0.0,0.0,0.13274901751926724,0.0,0.62804568670911,0.0,0.10811653859100469,0.0,0.0011998092282692044,0.0
2009-04-24,0.0,0.1559505564509337,0.0,0.0,0.1110735665489959,0.0,0.5776242742484771,0.0,0.10420991889964241,0.0511416838519508,0.0,0.0
2009-05-01,0.051797372773789895,0.0,0.0,0.0,0.09473408037322606,0.5906403943050539,0.0,0.0,0.1367162965178853,0.0,0.12611185603004485,0.0
2009-05-08,0.0006366624569826486,0.1661757755281178,0.0,0.0,0.07997533082443806,0.0,0.5690296388530646,0.0,0.07024722554180458,0.11393536679559238,0.0,0.0
2009-05-15,0.06236290081864573,0.12361991892092966,0.0,0.0,0.08861997673456772,0.0,0.5313148103153178,0.0,0.053751915411900025,0.14033047779863914,0.0,0.0
2009-05-22,0.45448444397843596,0.0,0.0,0.0,0.14962062269435503,0.17423829317317652,0.12691547707893205,0.0,0.06555300101415683,0.0,0.02918816206094339,0.0
2009-05-29,0.010363889156431726,0.12497239927502278,0.0,0.0,0.15498510012507127,0.0,0.48582831092662976,0.0,0.15248957355630702,0.07136072696053737,0.0,0.0
2009-06-05,0.0,0.15502182606515244,0.0,0.0,0.13416553412883495,0.0,0.48949515202325905,0.0,0.13226855897785741,0.08904892880489614,0.0,0.0
2009-06-12,0.0,0.18468435672636735,0.0,0.0,0.14611836024397348,0.0,0.3876713702395259,0.0,0.15005748971337787,0.1314684230767554,0.0,0.0
2009-06-19,0.0,0.17808974731381658,0.0,0.0,0.14589725830271094,0.0,0.39336148936686377,0.0,0.15048460732724614,0.13216689768936263,0.0,0.0
2009-06-26,0.02355777066224518,0.2052849961170893,0.0,0.0,0.1135347309800645,0.0,0.3226371131043531,0.0,0.1384102442352129,0.1965751449010351,0.0,0.0
2009-07-03,0.03510928933496259,0.21484384504609222,0.0,0.0,0.11093159820190249,0.0,0.26101512517469316,0.010695348188227581,0.14118392570547195,0.22622086834865002,0.0,0.0
2009-07-10,0.054169681048791815,0.22161690883131777,0.0,0.0,0.11923323391110155,0.0,0.18721106187742242,0.00042297413947400836,0.16570239373353823,0.2516437464583542,0.0,0.0
2009-07-17,0.06688004153349204,0.23065992904595967,0.0,0.0,0.0941884501343624,0.10205046817085597,0.0,0.023421044631982767,0.18029573637665622,0.302504330106691,0.0,0.0
2009-07-24,0.12132596327075086,0.11563296260993713,0.0,0.0,0.1943552252685437,0.0754590571727867,0.2936453214968038,0.0,0.17827756174582915,0.0085679831129844,0.012735925322364148,0.0
2009-07-31,0.14432177535991234,0.134773636623545,0.0,0.0,0.1807451485758492,0.12706428344257828,0.15484355875087738,0.0,0.19026329878918624,0.06630130768938398,0.0016869907686675345,0.0
2009-08-07,0.107882385990629,0.1651648767794152,0.0,0.0,0.011294110911532521,0.18850288077417318,0.0,0.09519517411414842,0.12124946490454105,0.3107111065255605,0.0,0.0
2009-08-14,0.1312309345966009,0.12430959840954427,0.0,0.0,0.0,0.2210252812382351,0.0,0.12706579245422364,0.08208290348370609,0.31428548981769017,0.0,0.0
