Model,AnnRet,Vol,Sharpe,MaxDD
Static MVO,0.06576587711036576,0.08168834175028274,0.8050827780469437,-0.2289623666010263
MGARCH-MVO,0.06646607637351697,0.08854226327256023,0.750670627979251,-0.237552386775299
