,Sharpe,Sharpe,AnnRet,AnnRet,Vol,Vol
,baseline,macro,baseline,macro,baseline,macro
model,,,,,,
lstm,0.0793616846203804,0.0793616846203804,0.1056063175201416,0.1056063175201416,0.1328692436218261,0.1328692436218261
transformer,0.0992020443081855,0.0992020443081855,0.1249344050884246,0.1249344050884246,0.1333142966032028,0.1333142966032028
