,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,LQD,HYG,GLD,DBC,VNQ
2021-08-20,0.082388,0.094951,0.103808,0.096003,0.134322,0.082150,0.079939,0.060413,0.077910,0.049912,0.046977,0.091227
2021-08-27,0.098346,0.072240,0.099838,0.108583,0.117707,0.032776,0.043152,0.042491,0.076378,0.050906,0.182406,0.075177
2021-09-03,0.060577,0.060579,0.028339,0.049385,0.033708,0.199661,0.154344,0.119907,0.072333,0.125560,0.022533,0.073075
2021-09-10,0.078998,0.114415,0.112804,0.051137,0.070842,0.076323,0.060449,0.077518,0.079468,0.082952,0.144919,0.050174
2021-09-17,0.079366,0.102096,0.193658,0.073358,0.121278,0.025847,0.035219,0.034903,0.053512,0.054216,0.119292,0.107254
2021-09-24,0.069710,0.068735,0.045614,0.110602,0.107326,0.087090,0.107378,0.092923,0.076794,0.097539,0.057633,0.078657
2021-10-01,0.035473,0.035459,0.027716,0.046632,0.035172,0.292785,0.160292,0.135225,0.071386,0.066142,0.043635,0.050083
2021-10-08,0.105602,0.101625,0.124086,0.088189,0.069197,0.079157,0.050586,0.087770,0.083818,0.052998,0.074194,0.082777
2021-10-15,0.056122,0.044555,0.100336,0.059883,0.070921,0.049599,0.078936,0.071445,0.092890,0.107769,0.191385,0.076159
2021-10-22,0.073500,0.065482,0.069821,0.061695,0.086368,0.050616,0.085274,0.051077,0.073861,0.125074,0.170242,0.086990
2021-10-29,0.071733,0.102064,0.058681,0.084548,0.084242,0.147879,0.076394,0.111211,0.070136,0.052377,0.074290,0.066444
2021-11-05,0.124245,0.109864,0.094857,0.100348,0.117292,0.031332,0.036352,0.042230,0.073332,0.086223,0.083064,0.100860
2021-11-12,0.078712,0.073430,0.058166,0.077798,0.071874,0.117574,0.087216,0.084156,0.070338,0.080418,0.094813,0.105504
2021-11-19,0.060439,0.098689,0.148687,0.055103,0.027899,0.120305,0.154580,0.160426,0.072022,0.029423,0.029527,0.042900
2021-11-26,0.058877,0.034553,0.117598,0.066646,0.111732,0.040266,0.037673,0.036730,0.071516,0.226694,0.133220,0.064495
2021-12-03,0.087847,0.098406,0.057356,0.098433,0.122069,0.016783,0.021834,0.024525,0.066880,0.206432,0.130308,0.069126
2021-12-10,0.116488,0.193857,0.067721,0.064736,0.057059,0.073022,0.072460,0.056422,0.061410,0.030916,0.108005,0.097904
2021-12-17,0.011151,0.010825,0.013213,0.014589,0.016836,0.574942,0.172675,0.116734,0.028692,0.015284,0.005523,0.019536
2021-12-31,0.127084,0.105109,0.101360,0.110096,0.090390,0.018664,0.025085,0.042186,0.086948,0.055217,0.161833,0.076028
2022-01-07,0.074098,0.104712,0.103542,0.078460,0.063455,0.071550,0.088821,0.086939,0.090780,0.076990,0.093740,0.066911
2022-01-14,0.108847,0.235291,0.127996,0.057291,0.048561,0.047069,0.056189,0.069118,0.061386,0.057008,0.043716,0.087528
2022-01-21,0.094045,0.055841,0.087584,0.105027,0.101661,0.062686,0.056575,0.066697,0.081493,0.091513,0.102840,0.094037
2022-01-28,0.122637,0.107490,0.108676,0.100398,0.121660,0.045346,0.040738,0.048453,0.073631,0.067711,0.099204,0.064056
2022-02-04,0.030415,0.032394,0.043646,0.063602,0.098240,0.073719,0.085847,0.075530,0.088615,0.242609,0.110714,0.054669
2022-02-11,0.050171,0.046682,0.054215,0.041455,0.039550,0.194966,0.177761,0.143874,0.074732,0.047638,0.062297,0.066659
2022-02-18,0.217771,0.294849,0.072902,0.072397,0.051923,0.034219,0.032998,0.040838,0.053800,0.019171,0.038418,0.070715
2022-02-25,0.111931,0.134331,0.173277,0.111456,0.103314,0.021327,0.021238,0.034131,0.045057,0.092940,0.082054,0.068944
2022-03-04,0.030925,0.026442,0.060912,0.077676,0.127378,0.076344,0.083535,0.048633,0.049946,0.291789,0.078108,0.048314
2022-03-11,0.046430,0.058908,0.056331,0.100106,0.073106,0.122806,0.102437,0.126941,0.162881,0.063669,0.027699,0.058685
2022-03-18,0.007501,0.007771,0.005683,0.002061,0.003452,0.031934,0.073731,0.028065,0.010284,0.009052,0.812201,0.008266
2022-03-25,0.020320,0.013313,0.026128,0.025152,0.019496,0.027060,0.044227,0.010513,0.016978,0.249327,0.491323,0.056164
2022-04-01,0.104179,0.130488,0.093510,0.340035,0.113216,0.020505,0.016281,0.051472,0.065835,0.012119,0.006056,0.046306
2022-04-08,0.135518,0.575478,0.043503,0.046933,0.049925,0.009377,0.006483,0.016486,0.029935,0.017718,0.050068,0.018577
2022-04-22,0.031176,0.074178,0.046728,0.018269,0.030410,0.279875,0.124569,0.220420,0.075885,0.026824,0.021793,0.049873
2022-04-29,0.045745,0.025152,0.055229,0.046160,0.053393,0.010083,0.023823,0.016781,0.040682,0.142717,0.505519,0.034717
2022-05-06,0.092736,0.067011,0.135770,0.080647,0.040468,0.064933,0.075859,0.058974,0.098984,0.065740,0.082779,0.136100
2022-05-13,0.035539,0.052172,0.037291,0.045939,0.068910,0.298410,0.199579,0.107347,0.065088,0.021229,0.016258,0.052239
2022-05-20,0.104650,0.109895,0.077210,0.073654,0.112912,0.032035,0.034194,0.066128,0.099125,0.157355,0.083330,0.049511
2022-05-27,0.107687,0.094069,0.068667,0.069533,0.054912,0.058077,0.098672,0.087350,0.074550,0.064635,0.140858,0.080989
2022-06-03,0.032146,0.025162,0.056179,0.125362,0.106027,0.151562,0.172312,0.048118,0.027877,0.108800,0.067076,0.079380
2022-06-10,0.041916,0.030008,0.038761,0.063946,0.034827,0.122696,0.154184,0.256674,0.150903,0.041243,0.017119,0.047721
2022-06-17,0.170715,0.387672,0.076718,0.033267,0.024072,0.006294,0.008065,0.045071,0.178515,0.008453,0.031209,0.029947
2022-06-24,0.076709,0.078886,0.107056,0.040896,0.058007,0.017243,0.011202,0.010411,0.014929,0.047382,0.497965,0.039314
2022-07-01,0.025407,0.024125,0.028971,0.045327,0.093570,0.084292,0.056358,0.038725,0.032043,0.241334,0.282032,0.047813
2022-07-08,0.095500,0.145497,0.074884,0.090311,0.084379,0.071022,0.079181,0.050396,0.073180,0.087941,0.022378,0.125331
2022-07-15,0.038516,0.021540,0.030126,0.036249,0.023934,0.171184,0.502508,0.070941,0.014580,0.029757,0.005488,0.055176
2022-07-22,0.102660,0.113140,0.111200,0.063019,0.080963,0.059063,0.112121,0.098685,0.089055,0.046818,0.049972,0.073305
2022-07-29,0.059048,0.063377,0.068041,0.075104,0.087432,0.054893,0.024165,0.054415,0.110407,0.081140,0.248417,0.073562
2022-08-05,0.074197,0.079614,0.112223,0.107124,0.097129,0.113852,0.042692,0.065918,0.104634,0.063001,0.067591,0.072025
2022-08-12,0.054964,0.039014,0.038986,0.055185,0.026229,0.060273,0.392776,0.103259,0.040454,0.043489,0.092123,0.053249
2022-08-19,0.061004,0.118650,0.050422,0.044976,0.051586,0.215355,0.138228,0.061717,0.064242,0.125334,0.018236,0.050250
2022-08-26,0.083204,0.097547,0.155397,0.083005,0.094902,0.043824,0.027177,0.077162,0.103563,0.083650,0.064628,0.085940
2022-09-02,0.151536,0.109272,0.107842,0.091576,0.071506,0.035151,0.045689,0.050227,0.063433,0.048533,0.115573,0.109662
2022-09-09,0.036166,0.034664,0.040566,0.047560,0.052512,0.076549,0.048366,0.061326,0.036823,0.055112,0.473107,0.037248
2022-09-16,0.036399,0.035080,0.040134,0.057487,0.117989,0.202850,0.123528,0.074712,0.051677,0.107859,0.085528,0.066755
2022-09-23,0.137373,0.144057,0.096018,0.077755,0.054326,0.027553,0.045222,0.047497,0.144426,0.082625,0.021232,0.121915
2022-09-30,0.106340,0.105660,0.162702,0.120100,0.057424,0.041175,0.054246,0.091162,0.081855,0.035952,0.086613,0.056770
2022-10-07,0.078126,0.090438,0.055051,0.063260,0.123683,0.147862,0.050884,0.092298,0.066886,0.075586,0.082583,0.073343
2022-10-14,0.063681,0.072897,0.061191,0.061531,0.059537,0.112621,0.185433,0.059923,0.061622,0.134066,0.029309,0.098189
2022-10-21,0.038362,0.040573,0.056334,0.045315,0.040290,0.022195,0.044039,0.063106,0.059742,0.116106,0.452313,0.021624
2022-10-28,0.044628,0.031934,0.070375,0.052624,0.053411,0.211836,0.089338,0.077402,0.061286,0.036027,0.196953,0.074184
2022-11-04,0.150771,0.237366,0.069326,0.107820,0.112139,0.022238,0.026598,0.029944,0.063934,0.063998,0.019279,0.096587
2022-11-11,0.164433,0.220648,0.109220,0.039382,0.010733,0.065309,0.141193,0.085012,0.084106,0.017326,0.007847,0.054791
2022-11-18,0.022977,0.015220,0.050844,0.038522,0.103004,0.054761,0.025117,0.037885,0.044396,0.059124,0.492980,0.055172
2022-11-25,0.041652,0.063440,0.034352,0.116107,0.120159,0.026243,0.059353,0.042712,0.031290,0.353600,0.069668,0.041425
2022-12-02,0.050407,0.218984,0.029764,0.063672,0.058594,0.071523,0.161976,0.161010,0.034548,0.104202,0.017306,0.028015
2022-12-09,0.105251,0.058983,0.093503,0.073621,0.048263,0.140439,0.052791,0.105160,0.114932,0.027221,0.054399,0.125436
2022-12-16,0.087991,0.057976,0.104289,0.063641,0.084570,0.097985,0.099149,0.055825,0.083973,0.050158,0.139063,0.075380
2022-12-23,0.076022,0.086684,0.064199,0.089009,0.092815,0.163472,0.064564,0.083309,0.072844,0.103669,0.032016,0.071398
2022-12-30,0.053333,0.073969,0.047943,0.060807,0.056805,0.144334,0.156650,0.101649,0.079676,0.086667,0.070058,0.068108
2023-01-06,0.067961,0.052763,0.076976,0.088105,0.094494,0.050661,0.079893,0.071860,0.092218,0.098535,0.151245,0.075288
2023-01-13,0.078759,0.055778,0.084955,0.070834,0.070646,0.016362,0.017820,0.020050,0.034381,0.086336,0.377723,0.086357
2023-01-20,0.063087,0.052300,0.050864,0.072011,0.108706,0.147657,0.155430,0.094902,0.105914,0.075117,0.014591,0.059422
2023-01-27,0.027673,0.042864,0.035207,0.023346,0.018839,0.277656,0.188622,0.271890,0.070365,0.014713,0.006887,0.021939
2023-02-03,0.032360,0.040208,0.046355,0.061449,0.039466,0.079066,0.110168,0.152592,0.040549,0.080741,0.277184,0.039862
