Date,Adj Close,Volume
,QQQ,QQQ
2006-01-03,35.443641662597656,109350400
2006-01-04,35.81258773803711,92769400
2006-01-05,35.96701431274414,77656900
2006-01-06,36.619102478027344,110053900
2006-01-09,36.76495361328125,80768800
2006-01-10,36.79070281982422,84369400
2006-01-11,37.0738525390625,100761400
2006-01-12,36.89365005493164,82429200
2006-01-13,36.87649917602539,64572100
2006-01-17,36.636260986328125,77962100
2006-01-18,36.215843200683594,121021900
2006-01-19,36.481807708740234,111094000
2006-01-20,35.392181396484375,188569400
2006-01-23,35.400760650634766,111381900
2006-01-24,35.55519104003906,77956900
2006-01-25,35.400760650634766,99826400
2006-01-26,35.649566650390625,112600600
2006-01-27,36.13005065917969,110830400
2006-01-30,36.19868469238281,53942600
2006-01-31,36.03566360473633,100988100
2006-02-01,36.16436767578125,89168700
2006-02-02,35.54661560058594,94047400
2006-02-03,35.10903549194336,121094200
2006-02-06,35.01464080810547,58162800
2006-02-07,34.86022186279297,87327000
2006-02-08,35.26347732543945,89907800
2006-02-09,34.92885208129883,78213400
2006-02-10,35.1433219909668,102575900
2006-02-13,34.74009323120117,70643100
2006-02-14,35.09186553955078,94340300
2006-02-15,35.31496047973633,92254300
2006-02-16,35.6409912109375,103859600
2006-02-17,35.35784912109375,81770200
2006-02-21,34.963172912597656,85101400
2006-02-22,35.400760650634766,91983900
2006-02-23,35.306373596191406,66517100
2006-02-24,35.400760650634766,57085400
2006-02-27,35.79542922973633,64945000
2006-02-28,35.26347732543945,117564600
2006-03-01,35.743953704833984,80962300
2006-03-02,35.76968002319336,69856500
2006-03-03,35.56376647949219,112066100
2006-03-06,35.254878997802734,99581000
2006-03-07,35.04897689819336,96441100
2006-03-08,35.066139221191406,103961900
2006-03-09,34.76584243774414,108556700
2006-03-10,34.800174713134766,124474900
2006-03-13,34.90311813354492,69169100
2006-03-14,35.495121002197266,118201000
2006-03-15,35.79542922973633,84375800
2006-03-16,35.495121002197266,101371200
2006-03-17,35.58871841430664,78219600
2006-03-20,35.67457580566406,60240100
2006-03-21,35.296791076660156,136566000
2006-03-22,35.382652282714844,112282800
2006-03-23,35.27959442138672,75158200
2006-03-24,35.45992660522461,81795500
2006-03-27,35.46851348876953,54400400
2006-03-28,35.32255172729492,100522800
2006-03-29,35.992252349853516,130669100
2006-03-30,36.1038703918457,115915600
2006-03-31,36.00083923339844,71074600
2006-04-03,36.04377365112305,80730700
2006-04-04,36.24125671386719,89952600
2006-04-05,36.584686279296875,91628200
2006-04-06,36.687713623046875,91712800
2006-04-07,36.335697174072266,116604300
2006-04-10,36.284175872802734,58981900
2006-04-11,35.992252349853516,91481900
2006-04-12,36.00083923339844,58751200
2006-04-13,36.14679718017578,63476900
2006-04-17,35.76902770996094,104072100
2006-04-18,36.45589828491211,124291700
2006-04-19,36.619022369384766,79050300
2006-04-20,36.4902458190918,81408000
2006-04-21,36.06093978881836,130181200
2006-04-24,36.0265998840332,78556400
2006-04-25,35.94930648803711,77660800
2006-04-26,35.94075393676758,82537000
2006-04-27,36.284175872802734,173950100
2006-04-28,35.93214416503906,88876600
2006-05-01,35.58013916015625,92875500
2006-05-02,35.67457580566406,85148100
2006-05-03,35.623050689697266,74971600
2006-05-04,35.914974212646484,88696800
2006-05-05,36.19831085205078,80392200
2006-05-08,36.23265838623047,45079100
2006-05-09,36.09528350830078,48528800
