,Date,Last Px,SMAVG (50),SMAVG (100),SMAVG (200)
We,4/1/2020,156.99,127.31,,
Tu,3/31/2020,152.92,126.03,,
Mo,3/30/2020,157.66,124.81,,
,,,,,
Fr,3/27/2020,168.71,123.46,,
Th,3/26/2020,169.58,121.91,,
We,3/25/2020,171.89,120.26,,
Tu,3/24/2020,171.91,118.59,,
Mo,3/23/2020,167.93,116.92,,
,,,,,
Fr,3/20/2020,187.18,115.32,,
Th,3/19/2020,181.76,113.38,,
We,3/18/2020,181.33,111.56,,
Tu,3/17/2020,194.43,109.79,,
Mo,3/16/2020,207.59,107.78,,
,,,,,
Fr,3/13/2020,171.28,105.42,,
Th,3/12/2020,155.05,103.87,,
We,3/11/2020,146.93,102.77,,
Tu,3/10/2020,138.82,101.83,,
Mo,3/9/2020,137.19,101,,
,,,,,
Fr,3/6/2020,127.16,100.23,,
Th,3/5/2020,119.66,99.69,,
We,3/4/2020,113.97,99.28,,
Tu,3/3/2020,116.72,98.94,,
Mo,3/2/2020,114.69,98.59,,
,,,,,
Fr,2/28/2020,125.73,98.27,,
Th,2/27/2020,118,97.64,,
We,2/26/2020,113.44,97.21,,
Tu,2/25/2020,121.01,96.97,,
Mo,2/24/2020,112.72,96.65,,
,,,,,
Fr,2/21/2020,104.86,96.41,,
Th,2/20/2020,99.48,96.35,,
We,2/19/2020,95.92,96.29,,
Tu,2/18/2020,101.02,96.34,,
,,,,,
Fr,2/14/2020,98.17,96.29,,
Th,2/13/2020,99.17,96.38,,
We,2/12/2020,96.65,96.38,,
Tu,2/11/2020,96.96,96.26,,
Mo,2/10/2020,96.81,96.13,,
,,,,,
Fr,2/7/2020,96.01,95.99,,
Th,2/6/2020,93.61,95.88,,
We,2/5/2020,92.82,95.89,,
Tu,2/4/2020,96.18,95.96,,
Mo,2/3/2020,102.95,95.94,,
,,,,,
Fr,1/31/2020,105.6,95.8,,
Th,1/30/2020,96.49,95.57,,
We,1/29/2020,99.07,95.5,,
Tu,1/28/2020,102.11,95.39,,
Mo,1/27/2020,107.39,95.22,,
,,,,,
Fr,1/24/2020,98.43,94.88,,
Th,1/23/2020,92.54,94.7,,
We,1/22/2020,91.11,,,
Tu,1/21/2020,92.98,,,
,,,,,
Fr,1/17/2020,91.75,,,
Th,1/16/2020,90.38,,,
We,1/15/2020,91.15,,,
Tu,1/14/2020,86.87,,,
Mo,1/13/2020,88.48,,,
,,,,,
Fr,1/10/2020,88.33,,,
Th,1/9/2020,87.81,,,
We,1/8/2020,90.21,,,
Tu,1/7/2020,91.07,,,
Mo,1/6/2020,92.66,,,
,,,,,
Fr,1/3/2020,93.79,,,
Th,1/2/2020,89.67,,,
Tu,12/31/2019,94.1,,,
Mo,12/30/2019,100.02,,,
,,,,,
Fr,12/27/2019,99.63,,,
Th,12/26/2019,97.46,,,
Tu,12/24/2019,98.83,,,
Mo,12/23/2019,99.82,,,
,,,,,
Fr,12/20/2019,99.29,,,
Th,12/19/2019,97.25,,,
We,12/18/2019,99.2,,,
Tu,12/17/2019,98.56,,,
Mo,12/16/2019,94.21,,,
,,,,,
Fr,12/13/2019,96.61,,,
Th,12/12/2019,101.3,,,
We,12/11/2019,104.82,,,
Tu,12/10/2019,101.03,,,
Mo,12/9/2019,101.89,,,
,,,,,
Fr,12/6/2019,96.52,,,
Th,12/5/2019,98.12,,,
We,12/4/2019,98.72,,,
Tu,12/3/2019,102.65,,,
Mo,12/2/2019,98.91,,,
,,,,,
Fr,11/29/2019,91.05,,,
We,11/27/2019,90.2,,,
Tu,11/26/2019,89.88,,,
Mo,11/25/2019,90.24,,,
,,,,,
Fr,11/22/2019,94.4,,,
Th,11/21/2019,96.09,,,
We,11/20/2019,95.36,,,
Tu,11/19/2019,95.95,,,
Mo,11/18/2019,93.99,,,
,,,,,
Fr,11/15/2019,93.35,,,
Th,11/14/2019,93.45,,,
We,11/13/2019,93.5,,,
Tu,11/12/2019,90.35,,,
Mo,11/11/2019,89.56,,,
