,Date,Last Px,SMAVG (50),SMAVG (100),SMAVG (200)
Th,4/21/2022,110.93,119.34,122.86,118.55
We,4/20/2022,103.03,119.5,123.24,118.56
Tu,4/19/2022,106.06,119.92,123.32,118.61
Mo,4/18/2022,110.9,120.3,123.41,118.61
,,,,,
Th,4/14/2022,114.75,120.58,123.49,118.6
We,4/13/2022,113.76,120.68,123.48,118.56
Tu,4/12/2022,117.26,120.77,123.46,118.52
Mo,4/11/2022,117.35,120.92,123.4,118.47
,,,,,
Fr,4/8/2022,112.14,121.22,123.32,118.41
Th,4/7/2022,113.33,121.8,123.31,118.39
We,4/6/2022,114.84,122.51,123.3,118.38
Tu,4/5/2022,116.27,123.23,123.3,118.37
Mo,4/4/2022,107.11,123.99,123.3,118.4
,,,,,
Fr,4/1/2022,112.22,124.84,123.34,118.51
Th,3/31/2022,111.45,125.31,123.33,118.55
We,3/30/2022,107.41,125.67,123.32,118.6
Tu,3/29/2022,104.35,126.08,123.29,118.68
Mo,3/28/2022,108.29,126.35,123.27,118.75
,,,,,
Fr,3/25/2022,109.21,126.65,123.24,118.79
Th,3/24/2022,106.05,126.75,123.21,118.83
We,3/23/2022,108.77,126.86,123.21,118.91
Tu,3/22/2022,108.22,126.94,123.18,118.91
Mo,3/21/2022,108.96,127.06,123.19,118.91
,,,,,
Fr,3/18/2022,106.74,127.23,123.14,118.9
Th,3/17/2022,109.25,127.48,123.09,118.94
We,3/16/2022,115.1,127.49,123.06,118.96
Tu,3/15/2022,122.18,127.35,122.93,118.95
Mo,3/14/2022,126.26,127.1,122.73,118.86
,,,,,
Fr,3/11/2022,125.58,126.79,122.5,118.75
Th,3/10/2022,125.47,126.47,122.29,118.66
We,3/9/2022,130.86,126.26,122.1,118.6
Tu,3/8/2022,139.71,125.96,121.87,118.52
Mo,3/7/2022,133.66,125.58,121.56,118.45
,,,,,
Fr,3/4/2022,127.85,125.36,121.31,118.41
Th,3/3/2022,122.36,125.43,121.14,118.42
We,3/2/2022,124.92,125.75,120.99,118.43
Tu,3/1/2022,132.8,125.98,120.81,118.41
Mo,2/28/2022,123.64,125.9,120.59,118.33
,,,,,
Fr,2/25/2022,117.76,125.8,120.46,118.36
Th,2/24/2022,128.5,125.98,120.46,118.51
We,2/23/2022,131.24,125.83,120.31,118.48
Tu,2/22/2022,130.69,125.48,120.17,118.39
,,,,,
Fr,2/18/2022,133.64,125.3,120.06,118.27
Th,2/17/2022,134.49,124.91,119.93,118.15
We,2/16/2022,122.58,124.58,119.66,118.02
Tu,2/15/2022,129.05,124.91,119.47,117.96
Mo,2/14/2022,140.59,125.45,119.26,117.86
,,,,,
Fr,2/11/2022,141.17,125.58,119.03,117.7
Th,2/10/2022,129.1,125.86,118.93,117.52
We,2/9/2022,119.32,126.13,119.03,117.4
Tu,2/8/2022,118.86,126.37,119.02,117.32
Mo,2/7/2022,124.13,126.99,118.95,117.25
,,,,,
Fr,2/4/2022,124.89,126.71,118.84,117.17
Th,2/3/2022,125.11,126.52,118.79,117.13
We,2/2/2022,119.61,126.39,118.72,117.06
Tu,2/1/2022,117.99,126.27,118.77,117.05
Mo,1/31/2022,125.06,126.15,118.76,117.02
,,,,,
Fr,1/28/2022,132.44,125.88,118.66,116.93
Th,1/27/2022,141.14,125.42,118.45,116.81
We,1/26/2022,148.55,124.81,118.09,116.64
Tu,1/25/2022,150.8,124.09,117.67,116.4
Mo,1/24/2022,154.38,123.36,117.21,116.16
,,,,,
Fr,1/21/2022,149.5,122.62,116.72,115.9
Th,1/20/2022,135.6,121.84,116.31,115.66
We,1/19/2022,129.85,121.36,116.05,115.46
Tu,1/18/2022,127.95,120.97,115.92,115.31
,,,,,
Fr,1/14/2022,117.57,120.5,115.72,115.17
Th,1/13/2022,123.44,120.19,115.66,115.07
We,1/12/2022,113.94,119.83,115.56,114.96
Tu,1/11/2022,111.61,119.68,115.62,114.89
Mo,1/10/2022,113.02,119.55,115.81,114.87
,,,,,
Fr,1/7/2022,113.86,119.42,115.97,114.82
Th,1/6/2022,117.82,119.33,116.03,114.77
We,1/5/2022,119.31,119.04,116.03,114.74
Tu,1/4/2022,109.31,118.7,116.02,114.7
Mo,1/3/2022,108.45,118.64,116.1,114.69
,,,,,
Fr,12/31/2021,109.67,118.51,116.2,114.73
Th,12/30/2021,110.84,118.36,116.24,114.77
We,12/29/2021,109.5,118.2,116.28,114.77
Tu,12/28/2021,114.83,118.1,116.31,114.79
Mo,12/27/2021,115.92,117.94,116.29,114.77
,,,,,
Th,12/23/2021,120.46,117.78,116.3,114.75
We,12/22/2021,122.7,117.54,116.27,114.71
Tu,12/21/2021,131.41,117.27,116.27,114.67
Mo,12/20/2021,138.67,116.85,116.12,114.55
,,,,,
Fr,12/17/2021,136.06,116.22,115.87,114.43
Th,12/16/2021,128.97,115.65,115.68,114.34
We,12/15/2021,118.61,115.29,115.6,114.31
Tu,12/14/2021,126.57,115.13,115.56,114.33
Mo,12/13/2021,121.07,114.94,115.45,114.27
,,,,,
Fr,12/10/2021,113.85,114.78,115.43,114.24
Th,12/9/2021,121.79,114.87,115.51,114.29
We,12/8/2021,114.29,114.81,115.61,114.32
Tu,12/7/2021,117.92,114.95,115.86,114.3
Mo,12/6/2021,138.88,114.74,115.97,114.27
,,,,,
Fr,12/3/2021,156.1,114.03,115.79,114.17
Th,12/2/2021,147.31,113.07,115.41,113.97
We,12/1/2021,155.02,112.48,115.1,113.84
Tu,11/30/2021,142.55,111.99,114.66,113.68
Mo,11/29/2021,131.24,111.92,114.36,113.59
,,,,,
Fr,11/26/2021,149.74,111.67,114.25,113.53
We,11/24/2021,110.48,110.92,113.88,113.36
Tu,11/23/2021,115.03,110.96,113.9,113.38
Mo,11/22/2021,118.62,111.07,113.81,113.35
,,,,,
Fr,11/19/2021,113.74,111.06,113.71,113.29
Th,11/18/2021,112.15,111.28,113.64,113.26
We,11/17/2021,111.53,111.38,113.59,113.24
Tu,11/16/2021,109.58,111.45,113.54,113.24
Mo,11/15/2021,110.66,111.48,113.5,113.28
,,,,,
Fr,11/12/2021,112.11,111.37,113.47,113.38
Th,11/11/2021,114.66,111.25,113.46,113.5
We,11/10/2021,117.19,111.06,113.45,113.6
Tu,11/9/2021,110.55,110.83,113.49,113.8
Mo,11/8/2021,111.49,110.78,113.67,113.82
,,,,,
Fr,11/5/2021,110.21,110.74,113.77,113.85
Th,11/4/2021,104.46,110.87,113.88,113.86
We,11/3/2021,102.25,110.95,114.06,113.9
Tu,11/2/2021,105.44,111.13,114.24,113.96
Mo,11/1/2021,106.66,111.29,114.35,114.03
,,,,,
Fr,10/29/2021,105.17,111.57,114.45,114.12
Th,10/28/2021,106.28,112.07,114.6,114.21
We,10/27/2021,109.61,112.51,114.64,114.27
Tu,10/26/2021,103.25,112.73,114.62,114.3
Mo,10/25/2021,102.36,113.02,114.67,114.37
,,,,,
Fr,10/22/2021,106.08,113.33,114.79,114.42
Th,10/21/2021,102.14,113.56,114.86,114.43
We,10/20/2021,101.84,113.88,114.96,114.52
Tu,10/19/2021,103.06,114.13,115,114.61
Mo,10/18/2021,104.37,114.37,115.01,114.72
,,,,,
Fr,10/15/2021,106.76,114.52,115.03,114.76
Th,10/14/2021,107.97,114.65,115.1,114.79
We,10/13/2021,108.72,114.82,115.18,114.83
Tu,10/12/2021,109.12,114.99,115.33,114.86
Mo,10/11/2021,110.29,115.27,115.5,114.89
,,,,,
Fr,10/8/2021,107.27,115.38,115.7,114.93
Th,10/7/2021,107.43,115.52,115.87,114.99
We,10/6/2021,110.92,115.71,116,115.06
Tu,10/5/2021,110.75,115.92,116.07,115.06
Mo,10/4/2021,117.17,116,116.26,115.06
,,,,,
Fr,10/1/2021,113.14,115.95,116.55,115.03
Th,9/30/2021,118.01,116.07,116.65,115.06
We,9/29/2021,119.04,116.16,116.61,115.11
Tu,9/28/2021,121.06,116.4,116.49,115.12
Mo,9/27/2021,107.73,116.77,116.36,115.09
,,,,,
Fr,9/24/2021,103.07,117.2,116.38,115.12
Th,9/23/2021,108.31,117.56,116.46,115.12
We,9/22/2021,117.62,117.74,116.46,115.1
Tu,9/21/2021,130.76,117.72,116.38,115.03
Mo,9/20/2021,138.93,117.33,116.12,114.91
,,,,,
Fr,9/17/2021,118.9,116.81,115.78,114.76
Th,9/16/2021,112.11,116.83,115.63,114.7
We,9/15/2021,112.48,116.84,115.54,114.67
Tu,9/14/2021,120.37,116.84,115.5,114.64
Mo,9/13/2021,118.01,116.55,115.46,114.56
,,,,,
Fr,9/10/2021,124.98,116.37,115.41,114.49
Th,9/9/2021,117.03,116,115.32,114.41
We,9/8/2021,115.06,115.8,115.27,114.4
Tu,9/7/2021,111.01,115.63,115.2,114.39
,,,,,
Fr,9/3/2021,105.48,115.52,115.18,114.43
Th,9/2/2021,105.7,115.57,115.2,114.48
We,9/1/2021,105.2,115.67,115.14,114.53
Tu,8/31/2021,105.81,115.84,115.11,114.58
Mo,8/30/2021,107.9,116.15,115.07,114.65
,,,,,
Fr,8/27/2021,109.62,116.57,115,114.71
Th,8/26/2021,116.6,116.79,114.88,114.74
We,8/25/2021,108.84,116.89,114.7,114.74
Tu,8/24/2021,111.09,117.17,114.61,114.76
Mo,8/23/2021,113.33,117.35,114.48,114.79
,,,,,
Fr,8/20/2021,120.51,117.4,114.35,114.84
Th,8/19/2021,130.41,117.33,114.17,114.92
We,8/18/2021,128.41,117.14,113.92,114.98
Tu,8/17/2021,120.53,116.76,113.67,115.06
Mo,8/16/2021,117.69,116.51,113.51,115.2
,,,,,
Fr,8/13/2021,117.81,116.32,113.44,115.37
Th,8/12/2021,117.72,116.25,113.38,115.46
We,8/11/2021,118.05,116.15,113.29,115.53
Tu,8/10/2021,114.15,116.05,113.27,115.54
Mo,8/9/2021,115.09,115.87,113.3,115.56
,,,,,
Fr,8/6/2021,112,115.65,113.25,115.57
Th,8/5/2021,113.35,115.54,113.27,115.61
We,8/4/2021,116.21,115.54,113.24,115.64
Tu,8/3/2021,117.55,115.54,113.2,115.64
Mo,8/2/2021,122.85,115.67,113.15,115.64
,,,,,
Fr,7/30/2021,116.18,115.74,113.07,115.61
Th,7/29/2021,114.04,116.02,112.99,115.59
We,7/28/2021,117.08,116.22,113,115.56
Tu,7/27/2021,121.11,116.29,112.99,115.52
Mo,7/26/2021,114.86,116.22,113.02,115.44
,,,,,
Fr,7/23/2021,114.92,116.52,113.09,115.39
Th,7/22/2021,118.82,117.15,113.09,115.35
We,7/21/2021,122.53,117.22,113.05,115.27
Tu,7/20/2021,131.3,117.06,113.07,115.17
Mo,7/19/2021,139.54,116.57,113.04,115.02
,,,,,
Fr,7/16/2021,128.89,115.95,112.74,114.83
Th,7/15/2021,121.03,115.56,112.58,114.67
We,7/14/2021,117.66,115.36,112.54,114.57
Tu,7/13/2021,116.4,115.18,112.54,114.48
Mo,7/12/2021,111.59,115.03,112.58,114.41
,,,,,
Fr,7/9/2021,112.62,114.91,112.7,114.39
Th,7/8/2021,120.03,114.75,112.82,114.35
We,7/7/2021,112.7,114.42,112.8,114.29
Tu,7/6/2021,112.24,114.25,112.84,114.24
,,,,,
Fr,7/2/2021,106.11,114.17,112.86,114.18
Th,7/1/2021,108.72,114.37,112.88,114.16
We,6/30/2021,106.73,114.45,112.86,114.16
Tu,6/29/2021,107.01,114.64,112.87,114.19
Mo,6/28/2021,106.32,114.74,112.89,114.22
,,,,,
Fr,6/25/2021,105.91,114.77,112.93,114.29
Th,6/24/2021,107.87,114.83,113.07,114.37
We,6/23/2021,110.48,114.82,113.28,114.45
Tu,6/22/2021,114.01,114.62,113.55,114.51
Mo,6/21/2021,121.25,114.38,113.74,114.6
,,,,,
Fr,6/18/2021,128.83,114,114.11,114.61
Th,6/17/2021,120.63,113.43,113.97,114.56
We,6/16/2021,121.57,112.96,113.93,114.55
Tu,6/15/2021,122.9,112.51,113.83,114.5
Mo,6/14/2021,119.8,112.04,113.73,114.46
,,,,,
Fr,6/11/2021,116.12,111.62,113.67,114.39
Th,6/10/2021,116.76,111.3,113.72,114.33
We,6/9/2021,120.97,111,113.79,114.29
Tu,6/8/2021,109.62,110.7,113.81,114.24
Mo,6/7/2021,108.03,110.57,113.89,114.26
,,,,,
Fr,6/4/2021,108.16,110.51,113.97,114.29
Th,6/3/2021,114.31,110.56,114.08,114.31
We,6/2/2021,112.57,110.51,114.05,114.29
Tu,6/1/2021,113.04,110.43,114.01,114.3
,,,,,
Fr,5/28/2021,105.41,110.49,114.08,114.31
Th,5/27/2021,103.88,110.73,114.23,114.37
We,5/26/2021,106.29,110.85,114.44,114.44
Tu,5/25/2021,113.55,111,114.49,114.46
Mo,5/24/2021,116.12,110.94,114.48,114.43
,,,,,
Fr,5/21/2021,124.22,110.85,114.48,114.38
Th,5/20/2021,126.34,110.63,114.38,114.29
We,5/19/2021,130.17,110.39,114.27,114.2
Tu,5/18/2021,123.93,109.96,114.15,114.11
Mo,5/17/2021,120.7,109.78,114.12,114.05
,,,,,
Fr,5/14/2021,117.56,109.69,114.13,114.01
Th,5/13/2021,130.01,109.83,114.05,113.97
We,5/12/2021,146.28,109.65,113.86,113.89
Tu,5/11/2021,122.47,109.03,113.51,113.72
Mo,5/10/2021,114.1,108.88,113.48,113.7
,,,,,
Fr,5/7/2021,107.03,109.09,113.61,113.71
Th,5/6/2021,108.39,109.51,113.75,113.74
We,5/5/2021,109.51,109.53,113.81,113.78
Tu,5/4/2021,111.22,109.6,113.86,113.79
Mo,5/3/2021,108.32,109.72,113.77,113.82
,,,,,
Fr,4/30/2021,109.22,109.9,113.73,113.86
Th,4/29/2021,105.46,110.13,113.68,113.88
We,4/28/2021,104.78,110.48,113.7,113.92
Tu,4/27/2021,103.39,110.88,113.73,114.01
Mo,4/26/2021,104.01,111.18,113.78,114.04
,,,,,
Fr,4/23/2021,108.36,111.43,113.8,114.1
Th,4/22/2021,116.05,111.56,113.78,114.12
We,4/21/2021,112.9,111.4,113.65,114.13
Tu,4/20/2021,116.37,111.28,113.57,114.15
Mo,4/19/2021,111.9,111.1,113.51,114.15
,,,,,
Fr,4/16/2021,107.8,111.03,113.53,114.19
Th,4/15/2021,108.66,111.1,113.59,114.26
We,4/14/2021,107.47,111.31,113.68,114.32
Tu,4/13/2021,100.44,111.74,113.77,114.43
Mo,4/12/2021,102.08,112.48,113.92,114.56
,,,,,
Fr,4/9/2021,102.06,113.11,114.04,114.74
Th,4/8/2021,100.72,114.22,114.23,114.88
We,4/7/2021,97.09,114.51,114.41,115.04
Tu,4/6/2021,99.06,114.9,114.6,115.25
Mo,4/5/2021,99.24,115.15,114.78,115.43
,,,,,
Th,4/1/2021,98.97,115.42,114.91,115.64
We,3/31/2021,100.04,115.73,115.1,115.86
Tu,3/30/2021,101.9,116.14,115.32,116.07
Mo,3/29/2021,105.84,116.59,115.67,116.31
,,,,,
Fr,3/26/2021,103.26,116.93,116.03,116.52
Th,3/25/2021,104.75,117.22,116.45,116.59
We,3/24/2021,110.67,117.44,116.88,116.62
Tu,3/23/2021,111.69,117.6,117.3,116.61
Mo,3/22/2021,108.63,117.58,117.53,116.59
,,,,,
Fr,3/19/2021,115.95,117.6,117.78,116.6
Th,3/18/2021,117.8,117.68,117.81,116.55
We,3/17/2021,109.9,117.72,117.82,116.49
Tu,3/16/2021,113.73,118.02,117.89,116.47
Mo,3/15/2021,110.49,117.98,117.95,116.43
,,,,,
Fr,3/12/2021,111.73,118.01,118.04,116.42
Th,3/11/2021,112.87,118.1,118.09,116.41
We,3/10/2021,114.68,118.13,118.13,116.42
Tu,3/9/2021,108.71,118.15,118.16,116.44
Mo,3/8/2021,114.62,118.34,118.18,116.5
,,,,,
Fr,3/5/2021,116.21,118.46,118.13,116.53
Th,3/4/2021,124.62,118.56,118.06,116.58
We,3/3/2021,121.23,118.28,117.86,116.58
Tu,3/2/2021,114.92,118.06,117.69,116.64
Mo,3/1/2021,114.94,118,117.6,116.75
,,,,,
Fr,2/26/2021,124.96,118.08,117.49,116.89
Th,2/25/2021,127.83,118.13,117.26,116.92
We,2/24/2021,109.6,117.99,116.99,116.88
Tu,2/23/2021,112.78,118.09,116.91,116.91
Mo,2/22/2021,117.06,118.12,116.76,116.92
,,,,,
Fr,2/19/2021,117.45,117.83,116.6,116.93
Th,2/18/2021,121.05,117.57,116.43,116.94
We,2/17/2021,122.83,117.23,116.24,116.94
Tu,2/16/2021,124.66,116.93,116.08,116.94
,,,,,
Fr,2/12/2021,118.59,116.58,115.88,116.91
Th,2/11/2021,116.22,116.38,115.78,116.89
We,2/10/2021,114.93,116.18,115.63,116.9
Tu,2/9/2021,108.14,116,115.49,116.93
Mo,2/8/2021,106.61,115.91,115.44,116.99
,,,,,
Fr,2/5/2021,107.64,115.87,115.47,117.06
Th,2/4/2021,108.47,115.91,115.5,117.15
We,2/3/2021,111.03,116.02,115.56,117.26
Tu,2/2/2021,119.1,116.08,115.65,117.37
Mo,2/1/2021,129.44,116.06,115.68,117.41
,,,,,
Fr,1/29/2021,137.33,115.8,115.62,117.41
Th,1/28/2021,133.22,115.35,115.47,117.4
We,1/27/2021,157.69,114.97,115.46,117.4
Tu,1/26/2021,115.31,114.25,115.11,117.3
Mo,1/25/2021,116.63,114.31,115.15,117.41
,,,,,
Fr,1/22/2021,111.79,114.3,115.18,117.54
Th,1/21/2021,112.59,114.4,115.18,117.65
We,1/20/2021,114.17,114.41,115.2,117.8
Tu,1/19/2021,120.71,114.48,115.11,117.95
,,,,,
Fr,1/15/2021,124.25,114.5,114.94,118.08
Th,1/14/2021,122.78,114.75,114.79,118.25
We,1/13/2021,117.76,115.14,114.67,118.4
Tu,1/12/2021,115.79,115.69,114.62,118.6
Mo,1/11/2021,118.8,116.33,114.61,118.86
,,,,,
Fr,1/8/2021,111,117,114.55,119.12
Th,1/7/2021,109.38,117.48,114.54,119.42
We,1/6/2021,119.9,117.96,114.59,119.73
Tu,1/5/2021,120.07,117.94,114.55,119.97
Mo,1/4/2021,124.65,117.91,114.5,120.31
,,,,,
Th,12/31/2020,111.86,117.77,114.44,120.59
We,12/30/2020,112.04,117.92,114.43,120.94
Tu,12/29/2020,116.27,118.07,114.39,121.35
Mo,12/28/2020,114.4,118.07,114.29,121.81
,,,,,
Th,12/24/2020,115.26,118.13,114.2,122.1
We,12/23/2020,118.31,118.17,114.14,122.29
Tu,12/22/2020,120.57,118.02,114.07,122.44
Mo,12/21/2020,121.61,117.8,113.98,122.53
,,,,,
Fr,12/18/2020,110.3,117.55,113.89,122.61
Th,12/17/2020,110.21,117.44,113.89,122.69
We,12/16/2020,111.85,117.32,113.93,122.74
Tu,12/15/2020,119.11,117.21,113.94,122.75
Mo,12/14/2020,127.68,116.89,113.92,122.74
,,,,,
Fr,12/11/2020,120.77,116.39,113.81,122.67
Th,12/10/2020,114.66,116,113.73,122.7
We,12/9/2020,113.93,115.73,113.74,122.71
Tu,12/8/2020,102.82,115.39,113.72,122.71
Mo,12/7/2020,104.42,115.37,113.88,122.8
,,,,,
Fr,12/4/2020,103.72,115.28,113.99,122.84
Th,12/3/2020,107.89,115.25,114.09,122.85
We,12/2/2020,107.52,115.24,114.14,122.81
Tu,12/1/2020,108.43,115.18,114.29,122.75
Mo,11/30/2020,106.12,115.19,114.31,122.71
,,,,,
Fr,11/27/2020,106.12,115.09,114.4,122.67
We,11/25/2020,103.46,114.97,114.47,122.64
Tu,11/24/2020,104.56,114.98,114.61,122.6
Mo,11/23/2020,109.85,115.06,114.73,122.57
,,,,,
Fr,11/20/2020,113.99,115.09,114.79,122.5
Th,11/19/2020,114.15,115.09,114.86,122.41
We,11/18/2020,117.9,115.22,114.93,122.31
Tu,11/17/2020,116.25,115.29,114.96,122.18
Mo,11/16/2020,115,115.44,115.08,122.08
,,,,,
Fr,11/13/2020,114.39,115.58,115.21,122.02
Th,11/12/2020,121.57,115.95,115.43,121.98
We,11/11/2020,118.32,115.96,115.52,121.85
Tu,11/10/2020,116.05,116,115.68,121.76
Mo,11/9/2020,116.78,116.06,115.9,121.69
,,,,,
Fr,11/6/2020,112.92,115.95,116.09,121.64
Th,11/5/2020,117.68,115.99,116.36,121.57
We,11/4/2020,122.12,115.75,116.61,121.44
Tu,11/3/2020,136.28,115.39,116.81,121.29
Mo,11/2/2020,142.65,114.82,116.96,121.07
,,,,,
Fr,10/30/2020,145.24,114.2,117,120.81
Th,10/29/2020,147.84,113.55,116.72,120.54
We,10/28/2020,152.01,112.89,116.35,120.26
Tu,10/27/2020,135.32,112.1,115.93,119.93
Mo,10/26/2020,133.08,111.6,115.65,119.7
,,,,,
Fr,10/23/2020,118.94,111.23,115.42,119.47
Th,10/22/2020,118.6,111.15,115.3,119.32
We,10/21/2020,117.47,111.09,115.16,119.18
Tu,10/20/2020,119.59,111.11,115.05,119.04
Mo,10/19/2020,119.76,110.94,114.91,118.91
,,,,,
Fr,10/16/2020,115.92,110.71,114.8,118.78
Th,10/15/2020,117.59,110.51,114.74,118.65
We,10/14/2020,116.93,110.27,114.7,118.53
Tu,10/13/2020,110.97,110.11,114.72,118.45
Mo,10/12/2020,109.68,110.11,114.83,118.39
,,,,,
Fr,10/9/2020,109.22,110.16,114.93,118.33
Th,10/8/2020,104.8,110.22,115.1,118.28
We,10/7/2020,104.19,110.34,115.31,118.25
Tu,10/6/2020,106.14,110.54,115.6,118.23
Mo,10/5/2020,103.22,110.67,115.9,118.18
,,,,,
Fr,10/2/2020,102.72,110.95,116.3,118.16
Th,10/1/2020,101,111.23,116.58,118.14
We,9/30/2020,101.58,111.46,116.76,118.11
Tu,9/29/2020,96.93,111.74,116.9,118.08
Mo,9/28/2020,101.85,112.05,117.09,118.1
,,,,,
Fr,9/25/2020,99.64,112.38,117.26,118.12
Th,9/24/2020,102.26,112.69,117.45,118.13
We,9/23/2020,107.35,112.92,117.64,118.12
Tu,9/22/2020,104.69,113.03,117.79,118.07
Mo,9/21/2020,108.74,113.4,117.93,118.04
,,,,,
Fr,9/18/2020,101.19,113.42,118,117.99
Th,9/17/2020,100.37,113.7,118.17,117.99
We,9/16/2020,103.48,113.96,118.37,117.99
Tu,9/15/2020,108.97,114.25,118.53,117.93
Mo,9/14/2020,111.27,114.41,118.66,117.83
,,,,,
Fr,9/11/2020,113.95,114.49,118.79,117.72
Th,9/10/2020,120.58,114.63,118.97,117.61
We,9/9/2020,121.54,114.63,119.09,117.48
Tu,9/8/2020,123.56,114.63,119.14,117.35
,,,,,
Fr,9/4/2020,122.14,114.73,119.2,117.21
Th,9/3/2020,132.91,114.83,119.34,117.08
We,9/2/2020,122.01,114.91,119.33,116.88
Tu,9/1/2020,120.1,115.08,119.5,116.74
Mo,8/31/2020,119.01,115.36,119.67,116.6
,,,,,
Fr,8/28/2020,111.56,115.75,119.9,116.48
Th,8/27/2020,114.74,116.22,120.13,116.37
We,8/26/2020,105.8,116.73,120.41,116.25
Tu,8/25/2020,103.88,117.48,120.79,
Mo,8/24/2020,108.25,118.23,121.22,
,,,,,
Fr,8/21/2020,111.25,119.1,121.71,
Th,8/20/2020,112.99,119.81,122.13,
We,8/19/2020,114.72,119.88,122.57,
Tu,8/18/2020,112.59,119.81,123.11,
Mo,8/17/2020,110.35,119.76,123.68,
,,,,,
Fr,8/14/2020,114.35,119.7,124.3,
Th,8/13/2020,115.18,119.61,124.87,
We,8/12/2020,115.73,119.45,125.4,
Tu,8/11/2020,118.34,119.23,126.12,
Mo,8/10/2020,111.13,118.99,126.75,
,,,,,
Fr,8/7/2020,108.18,118.88,127.45,
Th,8/6/2020,105.84,118.9,128.32,
We,8/5/2020,105.67,118.98,129.33,
Tu,8/4/2020,109,119.14,129.99,
Mo,8/3/2020,111.02,119.32,130.45,
,,,,,
Fr,7/31/2020,112.04,119.54,130.81,
Th,7/30/2020,112.16,119.7,131.08,
We,7/29/2020,110.95,119.97,131.33,
Tu,7/28/2020,113.88,120.27,131.49,
Mo,7/27/2020,112.71,120.66,131.55,
,,,,,
Fr,7/24/2020,117.22,121.14,131.56,
Th,7/23/2020,116.7,121.65,131.55,
We,7/22/2020,112.84,121.93,131.53,
Tu,7/21/2020,115.46,122.05,131.66,
Mo,7/20/2020,112.51,122.05,131.69,
,,,,,
Fr,7/17/2020,117.97,122.12,131.7,
Th,7/16/2020,115.62,122.14,131.73,
We,7/15/2020,113.71,122.21,131.7,
Tu,7/14/2020,112.75,122.36,131.61,
Mo,7/13/2020,123.3,122.55,131.48,
,,,,,
Fr,7/10/2020,109.71,122.45,131.2,
Th,7/9/2020,115.11,122.58,131.12,
We,7/8/2020,113.34,122.63,130.95,
Tu,7/7/2020,118.12,122.78,130.81,
Mo,7/6/2020,116.57,122.81,130.59,
,,,,,
Th,7/2/2020,115.47,122.92,130.4,
We,7/1/2020,120.83,123.09,130.21,
Tu,6/30/2020,120.76,123.32,129.96,
Mo,6/29/2020,121.32,123.54,129.69,
,,,,,
Fr,6/26/2020,128.63,123.66,129.4,
Th,6/25/2020,127.2,123.68,129.08,
We,6/24/2020,136.89,123.85,128.84,
Tu,6/23/2020,130.73,123.75,128.52,
Mo,6/22/2020,133.98,123.91,128.18,
,,,,,
Fr,6/19/2020,138.35,123.99,127.83,
Th,6/18/2020,135.29,124.05,127.47,
We,6/17/2020,139.94,124.03,127.19,
Tu,6/16/2020,143.24,124.1,126.78,
Mo,6/15/2020,141.83,124.1,126.27,
,,,,,
Fr,6/12/2020,151.6,124.21,125.76,
Th,6/11/2020,146.84,124.32,125.18,
We,6/10/2020,116.53,124.44,124.62,
Tu,6/9/2020,111,125.26,124.36,
Mo,6/8/2020,110.05,126.42,124.16,
,,,,,
Fr,6/5/2020,107.59,127.61,123.93,
Th,6/4/2020,109.88,128.89,123.74,
We,6/3/2020,106.85,130.14,123.53,
Tu,6/2/2020,104.83,131.36,123.34,
Mo,6/1/2020,106.47,133,123.19,
,,,,,
Fr,5/29/2020,105.6,134.51,123.04,
Th,5/28/2020,108.99,136.02,122.91,
We,5/27/2020,109.82,137.73,122.75,
Tu,5/26/2020,113.59,139.69,122.55,
,,,,,
Fr,5/22/2020,118.38,140.84,122.36,
Th,5/21/2020,122.08,141.58,122.17,
We,5/20/2020,120.04,142.07,121.95,
Tu,5/19/2020,125.6,142.45,121.72,
Mo,5/18/2020,125.9,142.68,121.46,
,,,,,
Fr,5/15/2020,133.02,142.71,121.2,
Th,5/14/2020,137.05,142.44,120.86,
We,5/13/2020,142.75,141.98,120.46,
Tu,5/12/2020,130.75,141.46,120.02,
Mo,5/11/2020,118.71,141.13,119.7,
,,,,,
Fr,5/8/2020,115.65,141.28,119.46,
Th,5/7/2020,115.83,141.32,119.27,
We,5/6/2020,119.16,141.27,119.12,
Tu,5/5/2020,118.87,141.31,118.98,
Mo,5/4/2020,121.25,141.19,118.8,
,,,,,
Fr,5/1/2020,122.15,140.86,118.61,
Th,4/30/2020,118.53,140.41,118.35,
We,4/29/2020,115.98,139.96,118.15,
Tu,4/28/2020,117.79,139.66,117.97,
Mo,4/27/2020,120.56,139.26,117.82,
,,,,,
Fr,4/24/2020,119.88,138.84,117.61,
Th,4/23/2020,121.86,138.37,117.32,
We,4/22/2020,124.1,137.87,117,
Tu,4/21/2020,132.22,137.33,116.66,
Mo,4/20/2020,132.04,136.6,116.24,
,,,,,
Fr,4/17/2020,127.15,135.83,115.86,
Th,4/16/2020,129.55,135.15,115.55,
We,4/15/2020,135.93,134.48,115.21,
Tu,4/14/2020,131.78,133.82,114.81,
Mo,4/13/2020,138.68,133.3,114.43,
,,,,,
Th,4/9/2020,137.75,132.45,113.98,
We,4/8/2020,141.37,131.68,113.54,
Tu,4/7/2020,134.45,130.89,113.06,
Mo,4/6/2020,143.3,130.35,112.62,
,,,,,
Fr,4/3/2020,143.52,129.46,112.08,
Th,4/2/2020,147.33,128.44,,
