,Date,Last Px,SMAVG (50),SMAVG (100),SMAVG (200)
,,,,,
Fr,7/16/2021,14.6,16.17,16.6,18.36
Th,7/15/2021,15.01,16.19,16.64,18.4
We,7/14/2021,14.79,16.21,16.67,18.44
Tu,7/13/2021,14.84,16.23,16.72,18.48
Mo,7/12/2021,15.04,16.22,16.76,18.51
,,,,,
Fr,7/9/2021,15.27,16.21,16.81,18.56
Th,7/8/2021,15.82,16.2,16.86,18.6
We,7/7/2021,15.21,16.18,16.9,18.63
Tu,7/6/2021,15.45,16.19,16.93,18.66
,,,,,
Fr,7/2/2021,15.28,16.19,16.95,18.68
Th,7/1/2021,15.8,16.21,16.99,18.7
We,6/30/2021,15.97,16.22,17.01,18.73
Tu,6/29/2021,16.19,16.21,17.04,18.75
Mo,6/28/2021,15.36,16.21,17.06,18.77
,,,,,
Fr,6/25/2021,15.29,16.21,17.1,18.8
Th,6/24/2021,15.7,16.21,17.13,18.83
We,6/23/2021,16.2,16.19,17.17,18.86
Tu,6/22/2021,16.66,16.15,17.23,18.89
Mo,6/21/2021,16.91,16.11,17.27,18.91
,,,,,
Fr,6/18/2021,17.9,16.08,17.29,18.95
Th,6/17/2021,17.66,16.04,17.3,18.98
We,6/16/2021,16.3,16.01,17.3,19
Tu,6/15/2021,16.26,16.02,17.32,19.04
Mo,6/14/2021,16.13,16.03,17.34,19.08
,,,,,
Fr,6/11/2021,15.21,16.05,17.37,19.11
Th,6/10/2021,15.5,16.08,17.41,19.16
We,6/9/2021,15.43,16.11,17.44,19.2
Tu,6/8/2021,15.59,16.17,17.48,19.24
Mo,6/7/2021,15.57,16.2,17.52,19.29
,,,,,
Fr,6/4/2021,15.83,16.2,17.55,19.34
Th,6/3/2021,15.95,16.19,17.59,19.4
We,6/2/2021,15.65,16.19,17.64,19.46
Tu,6/1/2021,16.09,16.21,17.7,19.51
,,,,,
Fr,5/28/2021,16.08,16.21,17.75,19.55
Th,5/27/2021,16.15,16.22,17.8,19.6
We,5/26/2021,16.81,16.26,17.86,19.64
Tu,5/25/2021,17.09,16.27,17.91,19.7
Mo,5/24/2021,16.91,16.28,17.95,19.73
,,,,,
Fr,5/21/2021,16.47,16.3,17.98,19.78
Th,5/20/2021,17.29,16.34,18.01,19.83
We,5/19/2021,17.79,16.36,18.04,19.87
Tu,5/18/2021,17,16.37,18.05,19.92
Mo,5/17/2021,17.62,16.42,18.07,19.95
,,,,,
Fr,5/14/2021,16.75,16.48,18.09,19.98
Th,5/13/2021,17.1,16.55,18.12,20.02
We,5/12/2021,17.56,16.64,18.15,20.07
Tu,5/11/2021,17.17,16.71,18.17,20.13
Mo,5/10/2021,17.19,16.77,18.19,20.17
,,,,,
Fr,5/7/2021,16.46,16.85,18.22,20.19
Th,5/6/2021,16.57,16.94,18.25,20.22
We,5/5/2021,15.7,17.04,18.28,20.25
Tu,5/4/2021,15.91,17.09,18.32,20.25
Mo,5/3/2021,15.65,17.14,18.36,20.25
,,,,,
Fr,4/30/2021,14.58,17.21,18.4,20.25
Th,4/29/2021,14.54,17.3,18.45,20.25
We,4/28/2021,14.79,17.4,18.5,20.25
Tu,4/27/2021,14.77,17.52,18.55,20.26
Mo,4/26/2021,15.51,17.61,18.59,20.27
,,,,,
Fr,4/23/2021,15.74,17.66,18.63,20.27
Th,4/22/2021,16.05,17.72,18.67,20.28
We,4/21/2021,16.41,17.77,18.7,20.29
Tu,4/20/2021,15.59,17.81,18.74,20.3
Mo,4/19/2021,16.01,17.86,18.78,20.31
,,,,,
Fr,4/16/2021,15.32,17.92,18.81,20.31
Th,4/15/2021,15.36,18,18.84,20.33
We,4/14/2021,14.69,18.06,18.86,20.34
Tu,4/13/2021,14.26,18.16,18.89,20.37
Mo,4/12/2021,14.88,18.31,18.92,20.39
,,,,,
Fr,4/9/2021,15.3,18.42,18.96,20.42
Th,4/8/2021,15.72,18.5,18.98,20.44
We,4/7/2021,16.11,18.56,19.02,20.46
Tu,4/6/2021,16.76,18.59,19.05,20.49
Mo,4/5/2021,17.08,18.63,19.08,20.5
,,,,,
Fr,4/2/2021,16.74,18.66,19.13,20.51
Th,4/1/2021,16.74,18.7,19.17,20.51
We,3/31/2021,17.07,18.74,19.23,20.53
Tu,3/30/2021,18.3,18.78,19.26,20.54
Mo,3/29/2021,17.23,18.79,19.31,20.55
,,,,,
Fr,3/26/2021,15.48,18.83,19.38,20.56
Th,3/25/2021,15.58,18.9,19.45,20.6
We,3/24/2021,15.7,18.99,19.52,20.62
Tu,3/23/2021,16.69,19.09,19.58,20.64
Mo,3/22/2021,16.47,19.2,19.62,20.65
,,,,,
Fr,3/19/2021,16.57,19.28,19.66,20.66
Th,3/18/2021,17.79,19.38,19.71,20.66
We,3/17/2021,17.24,19.47,19.74,20.67
Tu,3/16/2021,17.93,19.56,19.8,20.67
Mo,3/15/2021,17.86,19.62,19.83,20.67
,,,,,
Fr,3/12/2021,18.36,19.66,19.87,20.67
Th,3/11/2021,18.21,19.69,19.89,20.67
We,3/10/2021,18.55,19.73,19.92,20.67
Tu,3/9/2021,19.54,19.74,19.95,20.67
Mo,3/8/2021,20.64,19.72,19.99,20.67
,,,,,
Fr,3/5/2021,20.21,19.7,20.01,20.67
Th,3/4/2021,21.61,19.69,20.03,20.67
We,3/3/2021,20.93,19.65,20.04,20.66
Tu,3/2/2021,20.06,19.63,20.06,20.67
Mo,3/1/2021,21.33,19.62,20.09,20.69
,,,,,
Fr,2/26/2021,21.08,19.59,20.1,20.71
Th,2/25/2021,21.26,19.56,20.11,20.71
We,2/24/2021,18.31,19.52,20.12,20.72
Tu,2/23/2021,18.3,19.54,20.16,20.75
Mo,2/22/2021,19.12,19.58,20.21,20.78
,,,,,
Fr,2/19/2021,19.26,19.6,20.24,20.81
Th,2/18/2021,19.66,19.61,20.27,20.84
We,2/17/2021,20.49,19.59,20.3,20.87
Tu,2/16/2021,19.57,19.58,20.33,20.88
,,,,,
Fr,2/12/2021,18.08,19.57,20.35,20.91
Th,2/11/2021,18.31,19.6,20.39,20.94
We,2/10/2021,18.57,19.63,20.41,20.97
Tu,2/9/2021,18.35,19.64,20.42,21
Mo,2/8/2021,18.45,19.67,20.44,21.04
,,,,,
Fr,2/5/2021,18.7,19.7,20.46,21.09
Th,2/4/2021,19.3,19.71,20.48,21.15
We,2/3/2021,18.45,19.68,20.49,21.2
Tu,2/2/2021,19.61,19.67,20.52,21.27
Mo,2/1/2021,21.81,19.63,20.54,21.31
,,,,,
Fr,1/29/2021,20.64,19.54,20.55,21.33
Th,1/28/2021,19.38,19.5,20.56,21.37
We,1/27/2021,18.47,19.46,20.6,21.41
Tu,1/26/2021,17.88,19.47,20.65,21.46
Mo,1/25/2021,18.51,19.5,20.7,21.51
,,,,,
Fr,1/22/2021,18.42,19.54,20.76,21.56
Th,1/21/2021,18.85,19.61,20.81,21.6
We,1/20/2021,18.95,19.65,20.85,21.66
Tu,1/19/2021,18.87,19.71,20.91,21.74
,,,,,
Fr,1/15/2021,19.04,19.74,20.95,21.82
Th,1/14/2021,19.21,19.83,21,21.89
We,1/13/2021,18.8,19.92,21.06,21.95
Tu,1/12/2021,20.01,20.01,21.14,22.01
Mo,1/11/2021,20.65,20.05,21.22,22.05
,,,,,
Fr,1/8/2021,22.16,20.07,21.28,22.1
Th,1/7/2021,20.66,20.04,21.32,22.16
We,1/6/2021,21.7,20.04,21.35,22.25
Tu,1/5/2021,22.14,20.03,21.39,22.34
Mo,1/4/2021,21.86,20.01,21.42,22.43
,,,,,
Th,12/31/2020,20.79,20.03,21.48,22.53
We,12/30/2020,20.06,20.05,21.51,22.61
Tu,12/29/2020,19.53,20.07,21.57,22.71
Mo,12/28/2020,20.2,20.09,21.65,22.86
,,,,,
Th,12/24/2020,18.99,20.12,21.71,22.98
We,12/23/2020,18.87,20.17,21.78,23.09
Tu,12/22/2020,19.5,20.26,21.83,23.19
Mo,12/21/2020,19.8,20.32,21.88,23.24
,,,,,
Fr,12/18/2020,19.58,20.38,21.92,23.27
Th,12/17/2020,20.1,20.42,21.99,23.3
We,12/16/2020,19.39,20.49,22.08,23.35
Tu,12/15/2020,19.75,20.56,22.14,23.38
Mo,12/14/2020,19.43,20.6,22.16,23.39
,,,,,
Fr,12/11/2020,19.24,20.67,22.19,23.39
Th,12/10/2020,19.66,20.73,22.22,23.4
We,12/9/2020,20.26,20.78,22.19,23.4
Tu,12/8/2020,19.86,20.84,22.14,23.4
Mo,12/7/2020,19.79,20.88,22.09,23.4
,,,,,
Fr,12/4/2020,18.95,20.93,22.05,23.38
Th,12/3/2020,19.61,21.02,22.01,23.38
We,12/2/2020,19.42,21.09,21.97,23.37
Tu,12/1/2020,19.61,21.14,21.95,23.35
Mo,11/30/2020,19.69,21.18,21.92,23.32
,,,,,
Fr,11/27/2020,19.09,21.19,21.89,23.28
We,11/25/2020,19.75,21.2,21.88,23.25
Tu,11/24/2020,20.09,21.21,21.86,23.21
Mo,11/23/2020,18.98,21.22,21.83,23.17
,,,,,
Fr,11/20/2020,17.72,21.25,21.82,23.13
Th,11/19/2020,17.96,21.3,21.82,23.1
We,11/18/2020,17.67,21.37,21.82,23.07
Tu,11/17/2020,17.54,21.45,21.84,23.04
Mo,11/16/2020,18.31,21.55,21.86,23.01
,,,,,
Fr,11/13/2020,17.74,21.62,21.88,22.97
Th,11/12/2020,18.98,21.74,21.9,22.94
We,11/11/2020,19.14,21.83,21.91,22.91
Tu,11/10/2020,20.46,21.91,21.93,22.88
Mo,11/9/2020,21.86,21.99,21.92,22.84
,,,,,
Fr,11/6/2020,21.1,22.01,21.88,22.79
Th,11/5/2020,22,22.05,21.85,22.75
We,11/4/2020,20.49,22.11,21.82,22.7
Tu,11/3/2020,23.32,22.15,21.81,22.66
Mo,11/2/2020,23.74,22.17,21.78,22.6
,,,,,
Fr,10/30/2020,23.26,22.21,21.75,22.54
Th,10/29/2020,21.9,22.26,21.74,22.48
We,10/28/2020,21.93,22.39,21.73,22.43
Tu,10/27/2020,20.41,22.48,21.7,22.38
Mo,10/26/2020,20.93,22.6,21.68,22.33
,,,,,
Fr,10/23/2020,21.04,22.65,21.65,22.28
Th,10/22/2020,21.38,22.74,21.62,22.23
We,10/21/2020,22.66,22.83,21.59,22.19
Tu,10/20/2020,21.54,22.93,21.55,22.14
Mo,10/19/2020,21.33,22.98,21.51,22.1
,,,,,
Fr,10/16/2020,20.29,23.08,21.48,22.06
Th,10/15/2020,21.73,23.22,21.46,22.03
We,10/14/2020,21.88,23.3,21.43,21.99
Tu,10/13/2020,23.17,23.38,21.39,21.94
Mo,10/12/2020,22.66,23.39,21.35,21.89
,,,,,
Fr,10/9/2020,22.44,23.43,21.32,21.84
Th,10/8/2020,21.96,23.46,21.3,21.79
We,10/7/2020,23.28,23.56,21.29,21.74
Tu,10/6/2020,22.79,23.67,21.29,21.69
Mo,10/5/2020,22.13,23.73,21.29,21.63
,,,,,
Fr,10/2/2020,22.59,23.72,21.32,21.56
Th,10/1/2020,22.39,23.7,21.32,21.5
We,9/30/2020,22.07,23.71,21.32,21.44
Tu,9/29/2020,23.28,23.6,21.33,21.38
Mo,9/28/2020,22.01,23.44,21.35,21.32
,,,,,
Fr,9/25/2020,22.09,23.3,21.39,21.26
Th,9/24/2020,23.41,23.17,21.41,21.2
We,9/23/2020,23.43,23,21.43,21.14
Tu,9/22/2020,21.63,22.86,21.43,21.08
Mo,9/21/2020,21.6,22.75,21.46,21.02
,,,,,
Fr,9/18/2020,20.22,22.65,21.48,20.97
Th,9/17/2020,19.95,22.6,21.52,20.92
We,9/16/2020,20.08,22.55,21.57,20.88
Tu,9/15/2020,20.32,22.5,21.63,20.84
Mo,9/14/2020,20.91,22.44,21.72,20.79
,,,,,
Fr,9/11/2020,20.2,22.38,21.82,20.74
Th,9/10/2020,21.26,22.33,21.92,20.69
We,9/9/2020,21.66,22.28,22.01,20.64
Tu,9/8/2020,22.49,22.24,22.08,20.59
,,,,,
Fr,9/4/2020,21.98,22.17,22.12,20.53
Th,9/3/2020,23.68,22.15,22.18,20.48
We,9/2/2020,23.57,22.07,22.22,20.42
Tu,9/1/2020,23,21.99,22.27,20.36
Mo,8/31/2020,24.32,21.94,22.32,20.3
,,,,,
Fr,8/28/2020,23.19,21.85,22.36,20.23
Th,8/27/2020,23.08,21.75,22.4,20.18
We,8/26/2020,24.79,21.66,22.47,20.12
Tu,8/25/2020,22.76,21.54,22.56,
Mo,8/24/2020,23.86,21.47,22.69,
,,,,,
Fr,8/21/2020,25.96,21.39,22.77,
Th,8/20/2020,25.91,21.28,22.83,
We,8/19/2020,28.15,21.22,22.88,
Tu,8/18/2020,26.46,21.08,22.89,
Mo,8/17/2020,26.35,20.93,22.93,
,,,,,
Fr,8/14/2020,23.53,20.76,23.01,
Th,8/13/2020,25.82,20.65,23.15,
We,8/12/2020,25.85,20.5,23.3,
Tu,8/11/2020,27.48,20.35,23.44,
Mo,8/10/2020,23.89,20.16,23.58,
,,,,,
Fr,8/7/2020,26.22,20.04,23.71,
Th,8/6/2020,27.36,19.88,23.84,
We,8/5/2020,25.69,19.7,24.06,
Tu,8/4/2020,26.3,19.55,24.25,
Mo,8/3/2020,23.56,19.4,24.41,
,,,,,
Fr,7/31/2020,24.46,19.31,24.54,
Th,7/30/2020,24.13,19.21,24.6,
We,7/29/2020,26.79,19.13,24.63,
Tu,7/28/2020,28.96,19.02,24.6,
Mo,7/27/2020,25.52,18.9,24.62,
,,,,,
Fr,7/24/2020,21.61,18.86,24.62,
Th,7/23/2020,21.99,18.91,24.63,
We,7/22/2020,22.45,18.93,24.59,
Tu,7/21/2020,16.67,18.93,24.59,
Mo,7/20/2020,15.3,19.07,24.61,
,,,,,
Fr,7/17/2020,15.09,19.26,24.67,
Th,7/16/2020,15.37,19.48,24.7,
We,7/15/2020,15.36,19.66,24.71,
Tu,7/14/2020,16,19.85,24.74,
Mo,7/13/2020,16.53,20.01,24.76,
,,,,,
Fr,7/10/2020,16.64,20.16,24.75,
Th,7/9/2020,17.39,20.31,24.72,
We,7/8/2020,17.74,20.45,24.68,
Tu,7/7/2020,17.37,20.58,24.63,
Mo,7/6/2020,17.42,20.77,24.57,
,,,,,
Fr,7/3/2020,17.7,21.01,24.51,
Th,7/2/2020,17.7,21.26,24.45,
We,7/1/2020,18.85,21.51,24.38,
Tu,6/30/2020,19.65,21.75,24.31,
Mo,6/29/2020,19.26,21.91,24.23,
,,,,,
Fr,6/26/2020,20.52,22.07,24.15,
Th,6/25/2020,19.73,22.21,24.06,
We,6/24/2020,20.01,22.37,23.98,
Tu,6/23/2020,20.51,22.54,23.91,
Mo,6/22/2020,19.55,22.7,23.84,
,,,,,
Fr,6/19/2020,18.27,22.86,23.76,
Th,6/18/2020,18.31,23.05,23.7,
We,6/17/2020,18.88,23.28,23.64,
Tu,6/16/2020,19.29,23.59,23.58,
Mo,6/15/2020,20.11,23.92,23.51,
,,,,,
Fr,6/12/2020,20.39,24.15,23.43,
Th,6/11/2020,23.04,24.38,23.33,
We,6/10/2020,20.75,24.53,23.22,
Tu,6/9/2020,19,24.7,23.12,
Mo,6/8/2020,17.94,24.93,23.05,
,,,,,
Fr,6/5/2020,18.17,25.26,22.99,
Th,6/4/2020,18.05,25.65,22.91,
We,6/3/2020,18.47,26.1,22.84,
Tu,6/2/2020,18.1,26.54,22.78,
Mo,6/1/2020,18.06,27,22.73,
,,,,,
Fr,5/29/2020,18.15,27.38,22.68,
Th,5/28/2020,18.1,27.8,22.64,
We,5/27/2020,18.51,28.42,22.6,
Tu,5/26/2020,18.57,28.96,22.55,
,,,,,
Fr,5/22/2020,18.95,29.41,22.49,
Th,5/21/2020,19.74,29.78,22.43,
We,5/20/2020,20.12,29.99,22.36,
Tu,5/19/2020,21.33,30.12,22.28,
Mo,5/18/2020,22.81,30.18,22.2,
,,,,,
Fr,5/15/2020,23.63,30.35,22.09,
Th,5/14/2020,24.15,30.38,21.96,
We,5/13/2020,22.71,30.34,21.81,
Tu,5/12/2020,22.45,30.26,21.69,
Mo,5/11/2020,23.55,30.25,21.57,
,,,,,
Fr,5/8/2020,24.89,30.16,21.43,
Th,5/7/2020,26.15,30.09,21.29,
We,5/6/2020,24.47,29.92,21.13,
Tu,5/5/2020,24.97,29.76,20.99,
Mo,5/4/2020,23.68,29.63,20.85,
,,,,,
Fr,5/1/2020,24.25,29.51,20.72,
Th,4/30/2020,24.24,29.34,20.58,
We,4/29/2020,24.16,29.12,20.45,
Tu,4/28/2020,24.43,28.9,20.32,
Mo,4/27/2020,26.75,28.67,20.19,
,,,,,
Fr,4/24/2020,29.22,28.37,20.05,
Th,4/23/2020,30.25,28.02,19.86,
We,4/22/2020,30.44,27.63,19.67,
Tu,4/21/2020,30.62,27.26,19.46,
Mo,4/20/2020,28.01,26.88,19.27,
,,,,,
Fr,4/17/2020,26.96,26.55,19.1,
Th,4/16/2020,27.74,26.24,18.94,
We,4/15/2020,27.39,25.91,18.78,
Tu,4/14/2020,28.87,25.6,18.62,
Mo,4/13/2020,28.41,25.27,18.44,
,,,,,
Fr,4/10/2020,27.59,24.98,18.28,
Th,4/9/2020,27.59,24.67,18.11,
We,4/8/2020,29.98,24.36,17.95,
Tu,4/7/2020,34.27,24,17.77,
Mo,4/6/2020,35.76,23.57,,
,,,,,
Fr,4/3/2020,31.85,23.1,,
Th,4/2/2020,31.91,22.7,,
We,4/1/2020,30.26,22.28,,
Tu,3/31/2020,29.19,21.91,,
Mo,3/30/2020,30.42,21.55,,
,,,,,
Fr,3/27/2020,34.89,21.17,,
Th,3/26/2020,37.48,20.71,,
We,3/25/2020,40.56,20.18,,
Tu,3/24/2020,40.41,19.58,,
Mo,3/23/2020,41.16,19.02,,
,,,,,
Fr,3/20/2020,36.81,18.45,,
Th,3/19/2020,39.48,17.99,,
We,3/18/2020,48.98,17.48,,
Tu,3/17/2020,45.27,16.78,,
Mo,3/16/2020,41.43,16.15,,
,,,,,
Fr,3/13/2020,37.43,15.57,,
Th,3/12/2020,30.18,15.07,,
We,3/11/2020,26.74,14.72,,
Tu,3/10/2020,23.99,14.43,,
Mo,3/9/2020,31.29,14.22,,
,,,,,
Fr,3/6/2020,25.12,13.83,,
Th,3/5/2020,22.43,13.54,,
We,3/4/2020,18.55,13.29,,
Tu,3/3/2020,22.01,13.12,,
Mo,3/2/2020,18.98,12.88,,
,,,,,
Fr,2/28/2020,21.27,12.71,,
Th,2/27/2020,18.05,12.49,,
We,2/26/2020,16.48,12.34,,
Tu,2/25/2020,18.13,12.22,,
Mo,2/24/2020,17.58,12.08,,
,,,,,
Fr,2/21/2020,15.79,11.93,,
Th,2/20/2020,13.35,11.83,,
We,2/19/2020,13.34,11.78,,
Tu,2/18/2020,13.02,11.74,,
,,,,,
Fr,2/14/2020,11.62,11.71,,
Th,2/13/2020,11.59,11.72,,
We,2/12/2020,11.07,11.7,,
Tu,2/11/2020,11.48,11.7,,
Mo,2/10/2020,11.91,11.67,,
,,,,,
Fr,2/7/2020,11.3,11.65,,
Th,2/6/2020,11.45,11.65,,
We,2/5/2020,11.32,11.64,,
Tu,2/4/2020,12.01,11.64,,
Mo,2/3/2020,12.48,11.64,,
,,,,,
Fr,1/31/2020,13.5,11.62,,
Th,1/30/2020,12.23,11.58,,
We,1/29/2020,12.09,11.56,,
Tu,1/28/2020,11.89,11.55,,
Mo,1/27/2020,12.9,11.55,,
,,,,,
Fr,1/24/2020,12.48,,,
Th,1/23/2020,11.61,,,
We,1/22/2020,11.16,,,
Tu,1/21/2020,11.48,,,
,,,,,
Fr,1/17/2020,11.31,,,
Th,1/16/2020,11.38,,,
We,1/15/2020,11.75,,,
Tu,1/14/2020,11.02,,,
Mo,1/13/2020,10.91,,,
,,,,,
Fr,1/10/2020,12.27,,,
Th,1/9/2020,12.54,,,
We,1/8/2020,13.67,,,
Tu,1/7/2020,14.01,,,
Mo,1/6/2020,14.21,,,
,,,,,
Fr,1/3/2020,13.46,,,
Th,1/2/2020,12.7,,,
Tu,12/31/2019,12.63,,,
Mo,12/30/2019,12.56,,,
,,,,,
Fr,12/27/2019,12.32,,,
Th,12/26/2019,13.33,,,
Tu,12/24/2019,11.93,,,
Mo,12/23/2019,10.56,,,
,,,,,
Fr,12/20/2019,9.69,,,
Th,12/19/2019,10.39,,,
We,12/18/2019,10.04,,,
Tu,12/17/2019,10.03,,,
Mo,12/16/2019,10.39,,,
,,,,,
Fr,12/13/2019,10.39,,,
Th,12/12/2019,10.95,,,
We,12/11/2019,10.81,,,
Tu,12/10/2019,10.33,,,
Mo,12/9/2019,10.75,,,
,,,,,
Fr,12/6/2019,10.73,,,
Th,12/5/2019,11.25,,,
We,12/4/2019,11.57,,,
Tu,12/3/2019,12.15,,,
Mo,12/2/2019,10.77,,,
,,,,,
Fr,11/29/2019,10.71,,,
We,11/27/2019,10.3,,,
Tu,11/26/2019,10.76,,,
Mo,11/25/2019,11.15,,,
,,,,,
Fr,11/22/2019,11.32,,,
Th,11/21/2019,11.37,,,
We,11/20/2019,11.55,,,
Tu,11/19/2019,11.5,,,
Mo,11/18/2019,11.55,,,
,,,,,
Fr,11/15/2019,11.23,,,
Th,11/14/2019,11.83,,,
We,11/13/2019,11.56,,,
