,Date,Last Px,SMAVG (50),SMAVG (100),SMAVG (200)
Fr,7/21/2023,12.23,14.22,15.98,16.35
Th,7/20/2023,12.67,14.35,16,16.39
We,7/19/2023,12.89,14.47,16.02,16.43
Tu,7/18/2023,12.62,14.58,16.04,16.46
Mo,7/17/2023,12.34,14.74,16.06,16.49
,,,,,
Fr,7/14/2023,12.05,14.86,16.09,16.53
Th,7/13/2023,12.73,15,16.12,16.57
We,7/12/2023,13.12,15.07,16.14,16.6
Tu,7/11/2023,12.64,15.14,16.16,16.63
Mo,7/10/2023,12.41,15.23,16.18,16.66
,,,,,
Fr,7/7/2023,12.12,15.34,16.21,16.69
Th,7/6/2023,12.25,15.45,16.25,16.72
We,7/5/2023,12.46,15.55,16.28,16.75
Mo,7/3/2023,12.22,15.62,16.31,16.78
,,,,,
Fr,6/30/2023,12.04,15.72,16.34,16.81
Th,6/29/2023,12.21,15.83,16.38,16.83
We,6/28/2023,12.53,15.93,16.41,16.85
Tu,6/27/2023,12.88,16.02,16.44,16.87
Mo,6/26/2023,13.08,16.11,16.46,16.89
,,,,,
Fr,6/23/2023,12.73,16.22,16.49,16.9
Th,6/22/2023,12.96,16.32,16.52,16.93
We,6/21/2023,12.98,16.42,16.54,16.95
Tu,6/20/2023,12.73,16.53,16.56,16.97
,,,,,
Fr,6/16/2023,12.4,16.65,16.6,16.99
Th,6/15/2023,13,16.78,16.64,17.02
We,6/14/2023,12.84,16.92,16.67,17.03
Tu,6/13/2023,13.45,17.02,16.7,17.04
Mo,6/12/2023,13.7,17.1,16.74,17.05
,,,,,
Fr,6/9/2023,13.69,17.19,16.76,17.07
Th,6/8/2023,13.94,17.28,16.79,17.08
We,6/7/2023,13.81,17.38,16.81,17.09
Tu,6/6/2023,13.94,17.49,16.83,17.1
Mo,6/5/2023,14.27,17.61,16.86,17.11
,,,,,
Fr,6/2/2023,14.32,17.74,16.88,17.11
Th,6/1/2023,15.5,17.84,16.91,17.12
We,5/31/2023,15.63,17.91,16.92,17.12
Tu,5/30/2023,15.88,18.03,16.93,17.11
,,,,,
Fr,5/26/2023,16.3,18.16,16.94,17.11
Th,5/25/2023,16.84,18.19,16.95,17.11
We,5/24/2023,17.56,18.24,16.95,17.11
Tu,5/23/2023,17.66,18.25,16.93,17.11
Mo,5/22/2023,17.55,18.3,16.92,17.1
,,,,,
Fr,5/19/2023,17.22,18.28,16.9,17.1
Th,5/18/2023,16.95,18.22,16.88,17.1
We,5/17/2023,16.99,18.16,16.86,17.1
Tu,5/16/2023,17.62,18.1,16.84,17.1
Mo,5/15/2023,17.52,18.03,16.81,17.1
,,,,,
Fr,5/12/2023,17.37,17.96,16.78,17.09
Th,5/11/2023,17.77,17.89,16.75,17.09
We,5/10/2023,18.37,17.82,16.71,17.09
Tu,5/9/2023,18.73,17.74,16.67,17.09
Mo,5/8/2023,18.67,17.65,16.63,17.09
,,,,,
Fr,5/5/2023,18.5,17.57,16.6,17.09
Th,5/4/2023,20.35,17.49,16.58,17.1
We,5/3/2023,18.7,17.39,16.54,17.09
Tu,5/2/2023,18.69,17.32,16.52,17.09
Mo,5/1/2023,16.63,17.24,16.49,17.09
,,,,,
Fr,4/28/2023,16.47,17.21,16.48,17.11
Th,4/27/2023,17.28,17.18,16.47,17.12
We,4/26/2023,17.74,17.13,16.46,17.13
Tu,4/25/2023,17.72,17.09,16.44,17.14
Mo,4/24/2023,16.88,17.04,16.42,17.15
,,,,,
Fr,4/21/2023,16.42,17.01,16.41,17.17
Th,4/20/2023,17.21,17,16.39,17.19
We,4/19/2023,17.21,16.96,16.38,17.21
Tu,4/18/2023,17.14,16.94,16.37,17.23
Mo,4/17/2023,17.37,16.89,16.36,17.24
,,,,,
Fr,4/14/2023,17.16,16.85,16.36,17.25
Th,4/13/2023,18.48,16.81,16.35,17.25
We,4/12/2023,17.69,16.76,16.34,17.25
Tu,4/11/2023,18.33,16.71,16.34,17.25
Mo,4/10/2023,18.54,16.65,16.33,17.25
,,,,,
Th,4/6/2023,18.44,16.59,16.32,17.25
We,4/5/2023,18.98,16.55,16.31,17.25
Tu,4/4/2023,19.73,16.49,16.31,17.25
Mo,4/3/2023,18.25,16.42,16.3,17.26
,,,,,
Fr,3/31/2023,17.31,16.38,16.3,17.26
Th,3/30/2023,18.39,16.37,16.31,17.29
We,3/29/2023,17.77,16.33,16.31,17.3
Tu,3/28/2023,19.03,16.3,16.31,17.3
Mo,3/27/2023,19.18,16.25,16.3,17.28
,,,,,
Fr,3/24/2023,19.96,16.18,16.29,17.27
Th,3/23/2023,20.95,16.11,16.27,17.25
We,3/22/2023,19.22,16.02,16.25,17.23
Tu,3/21/2023,19.14,15.98,16.24,17.22
Mo,3/20/2023,21.4,15.92,16.24,17.21
,,,,,
Fr,3/17/2023,22.83,15.83,16.23,17.19
Th,3/16/2023,17.38,15.72,16.19,17.16
We,3/15/2023,19.75,15.72,16.21,17.16
Tu,3/14/2023,17.95,15.65,16.2,17.15
Mo,3/13/2023,20,15.61,16.22,17.15
,,,,,
Fr,3/10/2023,16.57,15.53,16.22,17.15
Th,3/9/2023,14.3,15.53,16.25,17.16
We,3/8/2023,13.79,15.54,16.31,17.19
Tu,3/7/2023,14.2,15.56,16.37,17.22
Mo,3/6/2023,14.24,15.57,16.44,17.25
,,,,,
Fr,3/3/2023,13.93,15.59,16.5,17.27
Th,3/2/2023,13.94,15.6,16.56,17.31
We,3/1/2023,14.16,15.6,16.62,17.35
Tu,2/28/2023,14.17,15.61,16.67,17.38
Mo,2/27/2023,14.35,15.61,16.73,17.41
,,,,,
Fr,2/24/2023,14.56,15.61,16.78,17.44
Th,2/23/2023,14.84,15.63,16.83,17.47
We,2/22/2023,15.05,15.66,16.88,17.49
Tu,2/21/2023,15.48,15.69,16.93,17.51
,,,,,
Fr,2/17/2023,14.69,15.71,16.96,17.53
Th,2/16/2023,14.92,15.74,17.02,17.55
We,2/15/2023,14.9,15.76,17.06,17.58
Tu,2/14/2023,14.88,15.77,17.09,17.61
Mo,2/13/2023,15.58,15.79,17.13,17.63
,,,,,
Fr,2/10/2023,15.46,15.79,17.16,17.64
Th,2/9/2023,15.52,15.79,17.19,17.66
We,2/8/2023,15.46,15.8,17.22,17.68
Tu,2/7/2023,15.62,15.79,17.26,17.7
Mo,2/6/2023,15.81,15.8,17.28,17.71
,,,,,
Fr,2/3/2023,15.06,15.8,17.29,17.72
Th,2/2/2023,15.14,15.83,17.29,17.74
We,2/1/2023,15.22,15.86,17.3,17.76
Tu,1/31/2023,15.75,15.89,17.31,17.77
Mo,1/30/2023,15.59,15.92,17.32,17.79
,,,,,
Fr,1/27/2023,15.23,15.96,17.34,17.81
Th,1/26/2023,15.59,16.01,17.36,17.83
We,1/25/2023,16.12,16.05,17.38,17.84
Tu,1/24/2023,16.17,16.08,17.39,17.85
Mo,1/23/2023,16.2,16.13,17.4,17.87
,,,,,
Fr,1/20/2023,16.4,16.19,17.39,17.88
Th,1/19/2023,16.71,16.22,17.38,17.89
We,1/18/2023,16.19,16.25,17.37,17.9
Tu,1/17/2023,16.49,16.29,17.37,17.92
,,,,,
Fr,1/13/2023,16.37,16.31,17.36,17.95
Th,1/12/2023,15.95,16.35,17.36,17.97
We,1/11/2023,16.32,16.4,17.36,18.01
Tu,1/10/2023,16.59,16.43,17.35,18.05
Mo,1/9/2023,16.92,16.47,17.34,18.09
,,,,,
Fr,1/6/2023,16.44,16.51,17.33,18.12
Th,1/5/2023,16.78,16.57,17.31,18.14
We,1/4/2023,17.35,16.62,17.3,18.16
Tu,1/3/2023,17.26,16.66,17.28,18.19
,,,,,
Fr,12/30/2022,16.25,16.7,17.27,18.21
Th,12/29/2022,16.18,16.76,17.28,18.24
We,12/28/2022,15.99,16.82,17.28,18.28
Tu,12/27/2022,16.3,16.9,17.29,18.32
,,,,,
Fr,12/23/2022,14.86,16.97,17.29,18.36
Th,12/22/2022,14.88,17.08,17.31,18.42
We,12/21/2022,14.78,17.19,17.34,18.49
Tu,12/20/2022,15.03,17.3,17.37,18.57
Mo,12/19/2022,14.49,17.41,17.38,18.64
,,,,,
Fr,12/16/2022,14.14,17.52,17.4,18.7
Th,12/15/2022,14.39,17.63,17.44,18.75
We,12/14/2022,14.06,17.73,17.47,18.78
Tu,12/13/2022,14.71,17.84,17.51,18.83
Mo,12/12/2022,15.51,17.96,17.55,18.86
,,,,,
Fr,12/9/2022,16.26,18.04,17.58,18.87
Th,12/8/2022,16.45,18.11,17.61,18.88
We,12/7/2022,16.55,18.16,17.63,18.89
Tu,12/6/2022,16.19,18.22,17.66,18.9
Mo,12/5/2022,15.81,18.3,17.69,18.91
,,,,,
Fr,12/2/2022,15.42,18.37,17.73,18.93
Th,12/1/2022,15.92,18.42,17.76,18.94
We,11/30/2022,15.45,18.47,17.8,18.95
Tu,11/29/2022,15.71,18.53,17.84,18.97
Mo,11/28/2022,15.77,18.59,17.88,18.98
,,,,,
Fr,11/25/2022,15.23,18.64,17.93,18.98
We,11/23/2022,15.84,18.73,17.99,18.98
Tu,11/22/2022,16.07,18.75,18.05,18.98
Mo,11/21/2022,16.68,18.77,18.09,18.98
,,,,,
Fr,11/18/2022,16.51,18.75,18.12,18.98
Th,11/17/2022,16.77,18.74,18.13,18.97
We,11/16/2022,17.23,18.73,18.15,18.97
Tu,11/15/2022,17.72,18.72,18.15,18.96
Mo,11/14/2022,17.41,18.72,18.16,18.96
,,,,,
Fr,11/11/2022,17.57,18.71,18.17,18.96
Th,11/10/2022,17.69,18.72,18.17,18.95
We,11/9/2022,18.91,18.7,18.18,18.95
Tu,11/8/2022,18.91,18.66,18.19,18.94
Mo,11/7/2022,18.12,18.6,18.21,18.92
,,,,,
Fr,11/4/2022,18.03,18.55,18.22,18.91
Th,11/3/2022,18.03,18.5,18.26,18.89
We,11/2/2022,17.84,18.45,18.29,18.88
Tu,11/1/2022,18.45,18.41,18.29,18.87
Mo,10/31/2022,18.27,18.37,18.27,18.85
,,,,,
Fr,10/28/2022,18.01,18.33,18.25,18.83
Th,10/27/2022,18.51,18.27,18.23,18.82
We,10/26/2022,18.67,18.21,18.21,18.8
Tu,10/25/2022,19.33,18.14,18.19,18.79
Mo,10/24/2022,19.58,18.06,18.17,18.77
,,,,,
Fr,10/21/2022,19.05,17.98,18.14,18.75
Th,10/20/2022,19.23,17.91,18.13,18.73
We,10/19/2022,19.41,17.85,18.11,18.71
Tu,10/18/2022,19.19,17.8,18.09,18.69
Mo,10/17/2022,19.96,17.75,18.08,18.67
,,,,,
Fr,10/14/2022,20.07,17.68,18.08,18.65
Th,10/13/2022,20.07,17.62,18.07,18.62
We,10/12/2022,20.4,17.55,18.06,18.6
Tu,10/11/2022,20.59,17.49,18.06,18.57
Mo,10/10/2022,20.54,17.43,18.05,18.54
,,,,,
Fr,10/7/2022,19.66,17.35,18.05,18.51
Th,10/6/2022,19.67,17.29,18.06,18.49
We,10/5/2022,19.69,17.24,18.08,18.47
Tu,10/4/2022,19.55,17.21,18.1,18.45
Mo,10/3/2022,20.29,17.19,18.1,18.42
,,,,,
Fr,9/30/2022,19.52,17.15,18.1,18.4
Th,9/29/2022,19.78,17.13,18.11,18.38
We,9/28/2022,19.27,17.12,18.1,18.36
Tu,9/27/2022,19.26,17.11,18.1,18.35
Mo,9/26/2022,20.26,17.11,18.1,18.33
,,,,,
Fr,9/23/2022,19.42,17.09,18.09,18.31
Th,9/22/2022,17.93,17.09,18.1,18.29
We,9/21/2022,18.48,17.1,18.12,18.29
Tu,9/20/2022,18.59,17.13,18.12,18.28
Mo,9/19/2022,18.37,17.15,18.13,18.28
,,,,,
Fr,9/16/2022,18.31,17.17,18.14,18.28
Th,9/15/2022,19.66,17.22,18.15,18.28
We,9/14/2022,17.17,17.26,18.14,18.27
Tu,9/13/2022,16.93,17.34,18.15,18.28
Mo,9/12/2022,15.79,17.41,18.16,18.28
,,,,,
Fr,9/9/2022,15.91,17.48,18.19,18.29
Th,9/8/2022,16.4,17.53,18.22,18.29
We,9/7/2022,16.77,17.56,18.23,18.29
Tu,9/6/2022,17.68,17.58,18.25,18.29
,,,,,
Fr,9/2/2022,16.88,17.59,18.27,18.28
Th,9/1/2022,17.8,17.62,18.29,18.28
We,8/31/2022,17.02,17.63,18.3,18.27
Tu,8/30/2022,16.52,17.66,18.31,18.27
Mo,8/29/2022,16.02,17.73,18.33,18.27
,,,,,
Fr,8/26/2022,15.42,17.82,18.36,18.28
Th,8/25/2022,15.57,17.9,18.4,18.29
We,8/24/2022,15.9,18.03,18.43,18.29
Tu,8/23/2022,15.8,18.13,18.48,18.3
Mo,8/22/2022,16.57,18.17,18.53,18.3
,,,,,
Fr,8/19/2022,15.91,18.16,18.58,18.3
Th,8/18/2022,15.36,18.16,18.65,18.3
We,8/17/2022,15.32,18.19,18.74,18.3
Tu,8/16/2022,15.27,18.22,18.83,18.31
Mo,8/15/2022,15.37,18.24,18.91,18.31
,,,,,
Fr,8/12/2022,15.22,18.28,18.96,18.32
Th,8/11/2022,15.81,18.31,19.03,18.32
We,8/10/2022,16.27,18.34,19.09,18.32
Tu,8/9/2022,16.69,18.36,19.15,18.32
Mo,8/8/2022,16.76,18.39,19.21,18.32
,,,,,
Fr,8/5/2022,16.37,18.42,19.28,18.31
Th,8/4/2022,16.95,18.47,19.36,18.3
We,8/3/2022,16.76,18.53,19.43,18.3
Tu,8/2/2022,17.34,18.58,19.53,18.29
Mo,8/1/2022,17.52,18.64,19.63,18.28
,,,,,
Fr,7/29/2022,16.49,18.68,19.78,18.27
Th,7/28/2022,16.84,18.75,19.91,18.26
We,7/27/2022,17.39,18.84,20,18.25
Tu,7/26/2022,18.06,18.91,20.06,18.24
Mo,7/25/2022,18.3,18.98,20.1,18.23
,,,,,
Fr,7/22/2022,18.3,19.02,20.14,18.22
Th,7/21/2022,18.71,19.06,20.17,18.21
We,7/20/2022,19.26,19.09,20.16,18.2
Tu,7/19/2022,18.63,19.08,20.15,18.19
Mo,7/18/2022,19.42,19.09,20.14,18.18
,,,,,
Fr,7/15/2022,19.27,19.08,20.13,18.17
Th,7/14/2022,19.6,19.09,20.12,18.16
We,7/13/2022,18.36,19.1,20.12,18.14
Tu,7/12/2022,19.78,19.13,20.12,18.13
Mo,7/11/2022,19.72,19.11,20.1,18.12
,,,,,
Fr,7/8/2022,19.41,19.1,20.09,18.1
Th,7/7/2022,20.5,19.1,20.08,18.09
We,7/6/2022,21.91,19.08,20.03,18.07
Tu,7/5/2022,21.33,19.02,19.97,18.04
,,,,,
Fr,7/1/2022,20.17,18.96,19.91,18.02
Th,6/30/2022,19.61,18.92,19.87,17.99
We,6/29/2022,18.08,18.89,19.83,17.97
Tu,6/28/2022,17.95,18.91,19.81,17.96
Mo,6/27/2022,17.88,18.9,19.79,17.94
,,,,,
Fr,6/24/2022,17.92,18.92,19.77,17.93
Th,6/23/2022,18.65,18.95,19.76,17.91
We,6/22/2022,18.29,18.96,19.75,17.9
Tu,6/21/2022,18.24,18.96,19.73,17.88
,,,,,
Fr,6/17/2022,20.28,18.97,19.72,17.87
Th,6/16/2022,20.65,18.94,19.68,17.84
We,6/15/2022,19.4,18.9,19.63,17.81
Tu,6/14/2022,21.99,18.89,19.59,17.79
Mo,6/13/2022,20.84,18.83,19.52,17.76
,,,,,
Fr,6/10/2022,17.58,18.82,19.47,17.73
Th,6/9/2022,16.29,18.89,19.45,17.72
We,6/8/2022,16.04,18.99,19.43,17.72
Tu,6/7/2022,16.64,19.13,19.42,17.72
Mo,6/6/2022,16.81,19.3,19.41,17.72
,,,,,
Fr,6/3/2022,16.51,19.44,19.39,17.71
Th,6/2/2022,17.13,19.58,19.38,17.71
We,6/1/2022,16.94,19.65,19.36,17.7
Tu,5/31/2022,17.19,19.75,19.35,17.69
,,,,,
Fr,5/27/2022,17.5,19.84,19.34,17.69
Th,5/26/2022,17.81,19.94,19.32,17.68
We,5/25/2022,18.27,20.03,19.3,17.66
Tu,5/24/2022,19.13,20.14,19.26,17.65
Mo,5/23/2022,19.63,20.24,19.22,17.64
,,,,,
Fr,5/20/2022,19.31,20.34,19.17,17.63
Th,5/19/2022,20.25,20.48,19.13,17.61
We,5/18/2022,19.69,20.63,19.08,17.59
Tu,5/17/2022,20.05,20.87,19.03,17.56
Mo,5/16/2022,21.16,21.07,18.98,17.54
,,,,,
Fr,5/13/2022,21.2,21.17,18.91,17.51
Th,5/12/2022,21.51,21.2,18.86,17.48
We,5/11/2022,20.26,21.21,18.8,17.44
Tu,5/10/2022,20.02,21.26,18.75,17.42
Mo,5/9/2022,20.49,21.28,18.7,17.4
,,,,,
Fr,5/6/2022,18.71,21.24,18.65,17.37
Th,5/5/2022,19.36,21.22,18.63,17.35
We,5/4/2022,18.81,21.19,18.59,17.33
Tu,5/3/2022,19.71,21.17,18.56,17.31
Mo,5/2/2022,20.06,21.15,18.53,17.28
,,,,,
Fr,4/29/2022,19.83,21.14,18.49,17.26
Th,4/28/2022,19,21.11,18.46,17.24
We,4/27/2022,19.16,21.08,18.45,17.22
Tu,4/26/2022,19.23,21.08,18.43,17.2
Mo,4/25/2022,19.47,21.05,18.43,17.17
,,,,,
Fr,4/22/2022,18.97,20.98,18.42,17.15
Th,4/21/2022,18.22,20.91,18.41,17.13
We,4/20/2022,18.15,20.87,18.4,17.12
Tu,4/19/2022,18.19,20.83,18.4,17.11
Mo,4/18/2022,19.07,20.77,18.38,17.09
,,,,,
Th,4/14/2022,17.71,20.71,18.36,17.07
We,4/13/2022,18.7,20.67,18.35,17.07
Tu,4/12/2022,19.37,20.63,18.32,17.05
Mo,4/11/2022,19.25,20.57,18.29,17.04
,,,,,
Fr,4/8/2022,18.37,20.53,18.27,17.02
Th,4/7/2022,18.43,20.51,18.25,17
We,4/6/2022,18.88,20.47,18.23,16.99
Tu,4/5/2022,18.47,20.42,18.21,16.97
Mo,4/4/2022,19.22,20.37,18.2,16.96
,,,,,
Fr,4/1/2022,19.08,20.29,18.18,16.95
Th,3/31/2022,20.25,20.21,18.15,16.95
We,3/30/2022,21.08,20.12,18.12,16.93
Tu,3/29/2022,21.28,20,18.07,16.91
Mo,3/28/2022,23.2,19.87,18.02,16.89
,,,,,
Fr,3/25/2022,24.68,19.71,17.95,16.85
Th,3/24/2022,24.07,19.52,17.87,16.8
We,3/23/2022,23.41,19.35,17.79,16.76
Tu,3/22/2022,20.58,19.19,17.72,16.72
Mo,3/21/2022,21.89,19.08,17.67,16.69
,,,,,
Fr,3/18/2022,22,18.96,17.61,16.66
Th,3/17/2022,22.23,18.84,17.55,16.63
We,3/16/2022,22.51,18.7,17.49,16.6
Tu,3/15/2022,23.8,18.56,17.43,16.57
Mo,3/14/2022,24.08,18.38,17.34,16.53
,,,,,
Fr,3/11/2022,24.73,18.19,17.25,16.49
Th,3/10/2022,26.08,18,17.16,16.45
We,3/9/2022,28.01,17.78,17.05,16.4
Tu,3/8/2022,31.7,17.53,16.92,16.34
Mo,3/7/2022,29.67,17.19,16.76,16.27
,,,,,
Fr,3/4/2022,26.29,16.88,16.62,16.2
Th,3/3/2022,22.94,16.66,16.51,16.16
We,3/2/2022,21.85,16.51,16.43,16.13
Tu,3/1/2022,22.7,16.39,16.37,16.11
Mo,2/28/2022,20.97,16.23,16.31,16.08
,,,,,
Fr,2/25/2022,18.4,16.12,16.26,16.06
Th,2/24/2022,18.12,16.06,16.24,16.06
We,2/23/2022,17.69,16.03,16.23,16.05
Tu,2/22/2022,17.93,15.99,16.22,16.05
,,,,,
Fr,2/18/2022,18.54,15.94,16.21,16.05
Th,2/17/2022,19.79,15.9,16.2,16.04
We,2/16/2022,18.07,15.84,16.17,16.02
Tu,2/15/2022,17.7,15.82,16.15,16.01
Mo,2/14/2022,18.95,15.81,16.14,16
,,,,,
Fr,2/11/2022,17.81,15.79,16.11,15.98
Th,2/10/2022,15.92,15.8,16.1,15.97
We,2/9/2022,15.63,15.85,16.11,15.96
Tu,2/8/2022,15.86,15.9,16.12,15.96
Mo,2/7/2022,16.15,15.93,16.12,15.95
,,,,,
Fr,2/4/2022,15.53,15.97,16.12,15.95
Th,2/3/2022,16.01,15.99,16.11,15.95
We,2/2/2022,15.66,16.01,16.1,15.95
Tu,2/1/2022,16.5,16.03,16.1,15.95
Mo,1/31/2022,16.7,16.02,16.08,15.95
,,,,,
Fr,1/28/2022,17.12,16.01,16.07,15.94
Th,1/27/2022,17.15,16,16.05,15.94
We,1/26/2022,16.42,15.99,16.03,15.93
Tu,1/25/2022,16.47,16,16.01,15.92
Mo,1/24/2022,16.3,16.01,16,15.91
,,,,,
Fr,1/21/2022,15.2,16.02,15.99,15.9
Th,1/20/2022,15.09,16.06,15.99,15.9
We,1/19/2022,15.64,16.09,15.99,15.9
Tu,1/18/2022,15.09,16.11,15.99,15.91
,,,,,
Fr,1/14/2022,14.73,16.14,16,15.91
Th,1/13/2022,15.17,16.16,16.01,15.93
We,1/12/2022,15.32,16.19,16.02,15.93
Tu,1/11/2022,15.21,16.21,16.02,15.94
Mo,1/10/2022,15.56,16.23,16.02,15.95
,,,,,
Fr,1/7/2022,15.04,16.24,16.03,15.96
Th,1/6/2022,15.87,16.26,16.03,15.97
We,1/5/2022,16.21,16.26,16.04,15.97
Tu,1/4/2022,15.33,16.26,16.03,15.97
Mo,1/3/2022,15.34,16.28,16.03,15.97
,,,,,
Fr,12/31/2021,14.61,16.29,16.03,15.98
Th,12/30/2021,14.77,16.3,16.05,15.99
We,12/29/2021,15.13,16.31,16.07,16
Tu,12/28/2021,15.06,16.32,16.09,16.01
Mo,12/27/2021,15.44,16.33,16.1,16.02
,,,,,
Fr,12/24/2021,14.62,16.32,16.09,16.03
Th,12/23/2021,14.62,16.33,16.09,16.05
We,12/22/2021,14.94,16.35,16.1,16.07
Tu,12/21/2021,15.42,16.35,16.1,16.08
Mo,12/20/2021,15.77,16.36,16.1,16.1
,,,,,
Fr,12/17/2021,15.07,16.35,16.09,16.12
Th,12/16/2021,15.22,16.38,16.1,16.15
We,12/15/2021,15.54,16.41,16.1,16.17
Tu,12/14/2021,16.41,16.43,16.1,16.2
Mo,12/13/2021,15.97,16.43,16.08,16.22
,,,,,
Fr,12/10/2021,15.35,16.44,16.06,16.25
Th,12/9/2021,16.7,16.48,16.06,16.27
We,12/8/2021,16.48,16.49,16.04,16.3
Tu,12/7/2021,17.02,16.5,16.04,16.32
Mo,12/6/2021,17.44,16.48,16.01,16.33
,,,,,
Fr,12/3/2021,17.92,16.46,15.99,16.33
Th,12/2/2021,18.45,16.44,15.96,16.34
We,12/1/2021,18.39,16.4,15.92,16.34
Tu,11/30/2021,17.99,16.36,15.89,16.35
Mo,11/29/2021,17.55,16.34,15.86,16.36
,,,,,
Fr,11/26/2021,17.99,16.3,15.84,16.37
We,11/24/2021,16.75,16.26,15.82,16.37
Tu,11/23/2021,16.81,16.23,15.8,16.38
Mo,11/22/2021,16.59,16.19,15.79,16.39
,,,,,
Fr,11/19/2021,15.99,16.16,15.78,16.4
Th,11/18/2021,16.25,16.15,15.78,16.41
We,11/17/2021,16.69,16.12,15.78,16.42
Tu,11/16/2021,16.67,16.09,15.77,16.43
Mo,11/15/2021,17,16.07,15.75,16.44
,,,,,
Fr,11/12/2021,16.85,16.03,15.74,16.46
Th,11/11/2021,16.95,15.98,15.73,16.48
We,11/10/2021,16.8,15.95,15.73,16.5
Tu,11/9/2021,16.76,15.92,15.73,16.51
Mo,11/8/2021,16.66,15.9,15.74,16.52
,,,,,
Fr,11/5/2021,16.64,15.87,15.75,16.53
Th,11/4/2021,15.87,15.86,15.75,16.54
We,11/3/2021,16.28,15.86,15.75,16.55
Tu,11/2/2021,16.47,15.85,15.75,16.56
Mo,11/1/2021,16.31,15.84,15.74,16.57
,,,,,
Fr,10/29/2021,16.07,15.82,15.73,16.59
Th,10/28/2021,15.8,15.81,15.72,16.6
We,10/27/2021,16.08,15.81,15.72,16.62
Tu,10/26/2021,15.96,15.81,15.72,16.63
Mo,10/25/2021,16.73,15.81,15.72,16.65
,,,,,
Fr,10/22/2021,15.74,15.78,15.71,16.67
Th,10/21/2021,15.15,15.77,15.71,16.7
We,10/20/2021,15.27,15.79,15.72,16.73
Tu,10/19/2021,15.32,15.82,15.72,16.76
Mo,10/18/2021,15.53,15.86,15.73,16.8
,,,,,
Fr,10/15/2021,15.06,15.87,15.75,16.83
Th,10/14/2021,15.34,15.86,15.77,16.86
We,10/13/2021,15.51,15.85,15.78,16.88
Tu,10/12/2021,15.1,15.85,15.79,16.9
Mo,10/11/2021,15.56,15.85,15.81,16.93
,,,,,
Fr,10/8/2021,15.67,15.84,15.84,16.94
Th,10/7/2021,16.29,15.83,15.85,16.96
We,10/6/2021,16.58,15.82,15.86,16.98
Tu,10/5/2021,16.56,15.79,15.86,16.99
Mo,10/4/2021,16.77,15.77,15.87,17.01
,,,,,
Fr,10/1/2021,16.32,15.72,15.88,17.02
Th,9/30/2021,17.16,15.69,15.89,17.04
We,9/29/2021,17.39,15.64,15.89,17.05
Tu,9/28/2021,16.78,15.6,15.88,17.06
Mo,9/27/2021,16.2,15.58,15.87,17.08
,,,,,
Fr,9/24/2021,16.44,15.55,15.87,17.09
Th,9/23/2021,16.82,15.52,15.86,17.11
We,9/22/2021,16.41,15.48,15.85,17.13
Tu,9/21/2021,16.46,15.45,15.83,17.14
Mo,9/20/2021,16.85,15.42,15.81,17.16
,,,,,
Fr,9/17/2021,15.92,15.39,15.79,17.17
Th,9/16/2021,15.92,15.38,15.78,17.19
We,9/15/2021,15.14,15.37,15.78,17.21
Tu,9/14/2021,15.02,15.38,15.78,17.23
Mo,9/13/2021,15.09,15.38,15.79,17.25
,,,,,
Fr,9/10/2021,15.15,15.4,15.81,17.27
Th,9/9/2021,15.1,15.41,15.81,17.3
We,9/8/2021,15.14,15.43,15.82,17.32
Tu,9/7/2021,15.36,15.44,15.82,17.33
,,,,,
Fr,9/3/2021,14.95,15.44,15.82,17.34
Th,9/2/2021,14.76,15.45,15.82,17.36
We,9/1/2021,15.12,15.48,15.82,17.37
Tu,8/31/2021,15.47,15.51,15.81,17.39
Mo,8/30/2021,15.52,15.54,15.81,17.4
,,,,,
Fr,8/27/2021,15.27,15.59,15.81,17.41
Th,8/26/2021,16.44,15.64,15.82,17.43
We,8/25/2021,15.9,15.63,15.83,17.45
Tu,8/24/2021,15.45,15.64,15.84,17.48
Mo,8/23/2021,15.84,15.65,15.85,17.51
,,,,,
Fr,8/20/2021,15.34,15.64,15.86,17.54
Th,8/19/2021,15.91,15.64,15.88,17.57
We,8/18/2021,15.8,15.63,15.9,17.61
Tu,8/17/2021,16.1,15.63,15.91,17.65
Mo,8/16/2021,15.62,15.62,15.91,17.68
,,,,,
Fr,8/13/2021,15.15,15.62,15.91,17.71
Th,8/12/2021,15.67,15.64,15.91,17.75
We,8/11/2021,15.85,15.64,15.92,17.77
Tu,8/10/2021,16.93,15.64,15.93,17.8
Mo,8/9/2021,17.26,15.63,15.93,17.82
,,,,,
Fr,8/6/2021,15.9,15.61,15.93,17.84
Th,8/5/2021,14.84,15.62,15.94,17.87
We,8/4/2021,14.88,15.67,15.98,17.9
Tu,8/3/2021,15.09,15.71,16.01,17.94
Mo,8/2/2021,15.23,15.74,16.04,17.96
,,,,,
Fr,7/30/2021,15.09,15.78,16.07,17.99
Th,7/29/2021,15.21,15.83,16.1,18.03
We,7/28/2021,15.61,15.87,16.15,18.07
Tu,7/27/2021,15.51,15.91,16.2,18.1
Mo,7/26/2021,15.2,15.93,16.24,18.14
,,,,,
Fr,7/23/2021,14.53,15.97,16.31,18.17
Th,7/22/2021,14.51,16.03,16.37,18.22
We,7/21/2021,15.01,16.08,16.43,18.26
Tu,7/20/2021,15.01,16.13,16.49,18.29
Mo,7/19/2021,15.96,16.16,16.55,18.33
