,Date,Last Px,SMAVG (50),SMAVG (100),SMAVG (200)
Th,1/28/2021,145.84,139.7,133.55,134.18
We,1/27/2021,137.93,139.37,133.53,134.06
Tu,1/26/2021,143.31,139.24,133.57,133.97
Mo,1/25/2021,145.56,138.97,133.56,133.86
,,,,,
Fr,1/22/2021,145.55,138.58,133.55,133.73
Th,1/21/2021,144.2,138.22,133.55,133.59
We,1/20/2021,146.66,137.82,133.56,133.48
Tu,1/19/2021,141.32,137.44,133.51,133.35
,,,,,
Fr,1/15/2021,136.7,137.28,133.56,133.23
Th,1/14/2021,138.06,137.28,133.67,133.13
We,1/13/2021,139.93,137.2,133.76,133.06
Tu,1/12/2021,139.99,136.98,133.8,132.98
Mo,1/11/2021,134.7,136.74,133.78,132.86
,,,,,
Fr,1/8/2021,139.25,136.63,133.81,132.78
Th,1/7/2021,145.92,136.4,133.79,132.67
We,1/6/2021,147.06,136,133.7,132.53
Tu,1/5/2021,145.5,135.59,133.59,132.38
Mo,1/4/2021,143.84,135.18,133.51,132.24
,,,,,
Th,12/31/2020,147.83,134.79,133.44,132.1
We,12/30/2020,143.03,134.34,133.33,131.93
Tu,12/29/2020,142.74,133.98,133.3,131.8
Mo,12/28/2020,145.3,133.6,133.29,131.66
,,,,,
Th,12/24/2020,148.27,133.16,133.23,131.59
We,12/23/2020,147.39,132.65,133.17,131.43
Tu,12/22/2020,146.27,132.15,133.11,131.3
Mo,12/21/2020,146.53,131.7,133.06,131.18
,,,,,
Fr,12/18/2020,147.02,131.21,132.99,131.05
Th,12/17/2020,147.07,130.71,132.93,130.95
We,12/16/2020,144.79,130.18,132.85,130.83
Tu,12/15/2020,138.95,129.68,132.8,130.74
Mo,12/14/2020,139.29,129.29,132.8,130.66
,,,,,
Fr,12/11/2020,139.92,128.89,132.82,130.6
Th,12/10/2020,135.71,128.45,132.82,130.48
We,12/9/2020,135.75,128.15,132.81,130.45
Tu,12/8/2020,134.9,127.91,132.92,130.42
Mo,12/7/2020,132.44,127.75,132.97,130.4
,,,,,
Fr,12/4/2020,133.08,127.69,133.07,130.39
Th,12/3/2020,132.46,127.61,133.21,130.4
We,12/2/2020,134.61,127.56,133.2,130.42
Tu,12/1/2020,132.6,127.47,133.13,130.46
Mo,11/30/2020,133.95,127.43,133.17,130.49
,,,,,
Fr,11/27/2020,132.43,127.39,133.21,130.48
We,11/25/2020,133.9,127.53,133.33,130.48
Tu,11/24/2020,134.19,127.57,133.38,130.48
Mo,11/23/2020,134.26,127.55,133.45,130.47
,,,,,
Fr,11/20/2020,133.54,127.48,133.57,130.47
Th,11/19/2020,133.55,127.32,133.66,130.46
We,11/18/2020,133.59,127.25,133.8,130.47
Tu,11/17/2020,128.91,127.24,133.83,130.45
Mo,11/16/2020,129.56,127.32,133.91,130.45
,,,,,
Fr,11/13/2020,129.33,127.39,133.93,130.44
Th,11/12/2020,131.42,127.7,133.98,130.47
We,11/11/2020,129.47,127.89,134.02,130.46
Tu,11/10/2020,126.3,128.15,134.08,130.44
Mo,11/9/2020,127.41,128.51,134.07,130.44
,,,,,
Fr,11/6/2020,124.56,128.88,134.15,130.43
Th,11/5/2020,127.65,129.29,134.26,130.45
We,11/4/2020,133.32,129.58,134.32,130.47
Tu,11/3/2020,136.44,129.84,134.36,130.45
Mo,11/2/2020,133.86,130.06,134.33,130.43
,,,,,
Fr,10/30/2020,129.01,130.32,134.3,130.44
Th,10/29/2020,128.05,130.62,134.29,130.46
We,10/28/2020,129.3,130.82,134.26,130.49
Tu,10/27/2020,127.58,131,134.26,130.5
Mo,10/26/2020,126.05,131.19,134.28,130.52
,,,,,
Fr,10/23/2020,126.7,131.41,134.33,130.53
Th,10/22/2020,124.94,131.6,134.38,130.56
We,10/21/2020,124.38,131.84,134.45,130.62
Tu,10/20/2020,125.31,132.08,134.53,130.65
Mo,10/19/2020,124.75,132.32,134.59,130.68
,,,,,
Fr,10/16/2020,123.7,132.62,134.65,130.73
Th,10/15/2020,123.47,132.98,134.72,130.8
We,10/14/2020,122.6,133.31,134.77,130.88
Tu,10/13/2020,122.54,133.69,134.8,130.93
Mo,10/12/2020,123.94,134.07,134.82,131.02
,,,,,
Fr,10/9/2020,121.93,134.42,134.84,131.12
Th,10/8/2020,121.81,134.76,134.9,131.23
We,10/7/2020,120.6,135.15,134.97,131.34
Tu,10/6/2020,120.05,135.53,135.01,131.47
Mo,10/5/2020,119.53,135.92,135.06,131.62
,,,,,
Fr,10/2/2020,119.12,136.31,135.09,131.75
Th,10/1/2020,117.78,136.75,135.16,131.84
We,9/30/2020,120.94,137.2,135.28,131.97
Tu,9/29/2020,123.93,137.48,135.39,132.09
Mo,9/28/2020,126.69,137.92,135.46,132.13
,,,,,
Fr,9/25/2020,129.26,138.2,135.48,132.17
Th,9/24/2020,129.17,138.46,135.47,132.2
We,9/23/2020,129.84,138.81,135.49,132.23
Tu,9/22/2020,130.08,138.84,135.49,132.24
Mo,9/21/2020,130.64,138.8,135.49,132.21
,,,,,
Fr,9/18/2020,132.09,138.9,135.51,132.17
Th,9/17/2020,139.41,139.04,135.48,132.13
We,9/16/2020,136.06,139.14,135.38,132.06
Tu,9/15/2020,132.95,139.19,135.29,132.03
Mo,9/14/2020,130.95,139.35,135.21,132.02
,,,,,
Fr,9/11/2020,125.42,139.65,135.16,132.01
Th,9/10/2020,130.16,140,135.14,132.03
We,9/9/2020,133.2,140.36,135.1,132.01
Tu,9/8/2020,132.51,140.41,135.03,131.97
,,,,,
Fr,9/4/2020,133.28,140.51,134.93,131.93
Th,9/3/2020,144.66,140.48,134.82,131.9
We,9/2/2020,141.1,140.27,134.59,131.81
Tu,9/1/2020,142.28,140.15,134.38,131.73
Mo,8/31/2020,144.67,140.02,134.16,131.65
,,,,,
Fr,8/28/2020,145.73,139.63,133.91,131.55
Th,8/27/2020,145.07,139.41,133.64,131.44
We,8/26/2020,142.09,139.22,133.4,131.33
Tu,8/25/2020,146.53,139.06,133.18,
Mo,8/24/2020,147.23,138.87,132.9,
,,,,,
Fr,8/21/2020,146.73,138.6,132.58,
Th,8/20/2020,144.05,138.29,132.37,
We,8/19/2020,138.2,137.96,132.15,
Tu,8/18/2020,138.08,137.7,131.95,
Mo,8/17/2020,137.45,137.52,131.75,
,,,,,
Fr,8/14/2020,136.82,137.37,131.55,
Th,8/13/2020,136.11,137.25,131.35,
We,8/12/2020,137.01,137.15,131.16,
Tu,8/11/2020,136.39,137.07,130.98,
Mo,8/10/2020,137.5,136.98,130.77,
,,,,,
Fr,8/7/2020,139.75,136.86,130.53,
Th,8/6/2020,141.75,136.69,130.3,
We,8/5/2020,139.59,136.45,130.02,
Tu,8/4/2020,141.64,136.24,129.95,
Mo,8/3/2020,141.77,135.92,129.69,
,,,,,
Fr,7/31/2020,141.56,135.58,129.49,
Th,7/30/2020,138.99,135.27,129.29,
We,7/29/2020,140.86,135.04,129.12,
Tu,7/28/2020,139.64,134.8,128.97,
Mo,7/27/2020,139.61,134.5,128.81,
,,,,,
Fr,7/24/2020,139.4,134.19,128.69,
Th,7/23/2020,140.74,133.87,128.52,
We,7/22/2020,140.39,133.58,128.38,
Tu,7/21/2020,134.84,133.35,128.14,
Mo,7/20/2020,145.9,133.3,128.08,
,,,,,
Fr,7/17/2020,140.81,133,127.93,
Th,7/16/2020,142.44,132.75,127.83,
We,7/15/2020,146.53,132.47,127.71,
Tu,7/14/2020,131.1,132.16,127.59,
Mo,7/13/2020,128.52,132.14,127.65,
,,,,,
Fr,7/10/2020,135.68,132.18,127.79,
Th,7/9/2020,138.84,132.12,127.81,
We,7/8/2020,144.46,131.92,127.74,
Tu,7/7/2020,138.34,131.62,127.63,
Mo,7/6/2020,140.98,131.38,127.58,
,,,,,
Th,7/2/2020,146.34,131.07,127.5,
We,7/1/2020,142.44,130.67,127.37,
Tu,6/30/2020,148.27,130.29,127.27,
Mo,6/29/2020,135.75,129.83,127.13,
,,,,,
Fr,6/26/2020,137.47,129.65,127.07,
Th,6/25/2020,131.92,129.34,126.98,
We,6/24/2020,134.05,129.15,126.94,
Tu,6/23/2020,135.2,128.92,126.95,
Mo,6/22/2020,135.54,128.61,126.9,
,,,,,
Fr,6/19/2020,125.38,128.31,126.8,
Th,6/18/2020,134.9,128.19,126.8,
We,6/17/2020,135.49,127.86,126.72,
Tu,6/16/2020,133.85,127.57,126.64,
Mo,6/15/2020,137.33,127.31,126.62,
,,,,,
Fr,6/12/2020,133.54,126.93,126.54,
Th,6/11/2020,131.29,126.57,126.53,
We,6/10/2020,127.74,126.45,126.57,
Tu,6/9/2020,124.93,126.34,126.62,
Mo,6/8/2020,129.11,126.19,126.73,
,,,,,
Fr,6/5/2020,129.87,125.99,126.75,
Th,6/4/2020,130.77,125.72,126.76,
We,6/3/2020,131.5,125.46,126.73,
Tu,6/2/2020,132.61,125.17,126.75,
Mo,6/1/2020,132.09,124.88,126.79,
,,,,,
Fr,5/29/2020,131.72,124.55,126.77,
Th,5/28/2020,130.78,124.19,126.78,
We,5/27/2020,129.96,123.91,126.8,
Tu,5/26/2020,129.11,123.6,126.88,
,,,,,
Fr,5/22/2020,125.78,123.66,126.98,
Th,5/21/2020,124.53,123.46,127.06,
We,5/20/2020,125.95,123.41,127.22,
Tu,5/19/2020,127.48,123.32,127.39,
Mo,5/18/2020,129.23,123.2,127.55,
,,,,,
Fr,5/15/2020,124.47,123.14,127.7,
Th,5/14/2020,124.35,123.12,127.93,
We,5/13/2020,123.43,123.18,128.19,
Tu,5/12/2020,125.97,123.17,128.4,
Mo,5/11/2020,129.1,123.19,128.51,
,,,,,
Fr,5/8/2020,132.21,122.92,128.66,
Th,5/7/2020,130.67,122.86,128.78,
We,5/6/2020,128.59,122.86,128.8,
Tu,5/5/2020,128.26,122.9,128.86,
Mo,5/4/2020,131.29,122.94,128.93,
,,,,,
Fr,5/1/2020,129.97,123.02,128.98,
Th,4/30/2020,130.38,123.16,129,
We,4/29/2020,132.6,123.39,128.93,
Tu,4/28/2020,129.23,123.49,128.84,
Mo,4/27/2020,129.29,123.56,128.77,
,,,,,
Fr,4/24/2020,126.51,123.64,128.74,
Th,4/23/2020,125.22,123.77,128.78,
We,4/22/2020,126.19,123.93,128.83,
Tu,4/21/2020,123.71,124.07,128.87,
Mo,4/20/2020,125.34,124.24,128.92,
,,,,,
Fr,4/17/2020,126.43,124.42,128.92,
Th,4/16/2020,122.33,124.49,128.9,
We,4/15/2020,122.42,124.61,128.94,
Tu,4/14/2020,122.33,124.72,128.99,
Mo,4/13/2020,119.6,124.99,129.03,
,,,,,
Th,4/9/2020,120.85,125.2,129.08,
We,4/8/2020,119.3,125.28,129.14,
Tu,4/7/2020,118.48,125.41,129.19,
Mo,4/6/2020,121.01,125.58,129.24,
,,,,,
Fr,4/3/2020,120.57,125.7,129.27,
Th,4/2/2020,118.43,125.93,,
We,4/1/2020,115.48,126.16,,
Tu,3/31/2020,125.49,126.5,,
Mo,3/30/2020,122.18,126.68,,
,,,,,
Fr,3/27/2020,117.41,126.9,,
Th,3/26/2020,118.97,127.26,,
We,3/25/2020,116.6,127.5,,
Tu,3/24/2020,117.75,127.79,,
Mo,3/23/2020,117.05,128,,
,,,,,
Fr,3/20/2020,118.12,128.33,,
Th,3/19/2020,115.44,128.7,,
We,3/18/2020,113.54,128.98,,
Tu,3/17/2020,116.67,129.36,,
Mo,3/16/2020,114.66,129.7,,
,,,,,
Fr,3/13/2020,132.37,130.16,,
Th,3/12/2020,115.79,130.3,,
We,3/11/2020,121.72,130.66,,
Tu,3/10/2020,121.38,131.03,,
Mo,3/9/2020,121.57,131.46,,
,,,,,
Fr,3/6/2020,126.08,131.91,,
Th,3/5/2020,123.61,132.27,,
We,3/4/2020,127.38,132.74,,
Tu,3/3/2020,123.06,133.19,,
Mo,3/2/2020,126.84,133.62,,
,,,,,
Fr,2/28/2020,115.74,133.84,,
Th,2/27/2020,128.93,134.4,,
We,2/26/2020,130.65,134.71,,
Tu,2/25/2020,130.79,134.75,,
Mo,2/24/2020,130.48,134.82,,
,,,,,
Fr,2/21/2020,135.14,134.91,,
Th,2/20/2020,137.12,134.94,,
We,2/19/2020,141.81,134.83,,
Tu,2/18/2020,137.66,134.46,,
,,,,,
Fr,2/14/2020,132.67,134.18,,
Th,2/13/2020,133.04,133.98,,
We,2/12/2020,133.2,133.85,,
Tu,2/11/2020,132.95,133.78,,
Mo,2/10/2020,133.29,133.73,,
,,,,,
Fr,2/7/2020,132.21,133.67,,
Th,2/6/2020,134.48,133.6,,
We,2/5/2020,129.78,133.42,,
Tu,2/4/2020,128.65,133.32,,
Mo,2/3/2020,127.7,133.26,,
,,,,,
Fr,1/31/2020,135.73,133.25,,
Th,1/30/2020,129.95,133.07,,
We,1/29/2020,125.15,132.97,,
Tu,1/28/2020,125.61,132.99,,
Mo,1/27/2020,127.21,132.97,,
,,,,,
Fr,1/24/2020,127.02,132.89,,
Th,1/23/2020,131.76,132.83,,
We,1/22/2020,129.93,,,
Tu,1/21/2020,132.7,,,
,,,,,
Fr,1/17/2020,134.62,,,
Th,1/16/2020,133.13,,,
We,1/15/2020,135.53,,,
Tu,1/14/2020,130.82,,,
Mo,1/13/2020,131.27,,,
,,,,,
Fr,1/10/2020,128.15,,,
Th,1/9/2020,133.47,,,
We,1/8/2020,136.42,,,
Tu,1/7/2020,129.78,,,
Mo,1/6/2020,132.51,,,
,,,,,
Fr,1/3/2020,133.46,,,
Th,1/2/2020,137.7,,,
Tu,12/31/2019,139.52,,,
Mo,12/30/2019,133.56,,,
,,,,,
Fr,12/27/2019,140.29,,,
Th,12/26/2019,143.07,,,
Tu,12/24/2019,143.87,,,
Mo,12/23/2019,143.91,,,
,,,,,
Fr,12/20/2019,147.17,,,
Th,12/19/2019,150.14,,,
We,12/18/2019,144.56,,,
Tu,12/17/2019,137.48,,,
Mo,12/16/2019,143.85,,,
,,,,,
Fr,12/13/2019,144.51,,,
Th,12/12/2019,132.68,,,
We,12/11/2019,134.37,,,
Tu,12/10/2019,135,,,
Mo,12/9/2019,136.56,,,
,,,,,
Fr,12/6/2019,131.48,,,
Th,12/5/2019,123.64,,,
We,12/4/2019,123.31,,,
Tu,12/3/2019,122.78,,,
Mo,12/2/2019,126.35,,,
,,,,,
Fr,11/29/2019,129.83,,,
We,11/27/2019,130.37,,,
Tu,11/26/2019,130.28,,,
Mo,11/25/2019,128.65,,,
,,,,,
Fr,11/22/2019,125.53,,,
Th,11/21/2019,124.87,,,
We,11/20/2019,125.64,,,
Tu,11/19/2019,127.46,,,
Mo,11/18/2019,126.59,,,
,,,,,
Fr,11/15/2019,124.95,,,
Th,11/14/2019,126.28,,,
We,11/13/2019,124.61,,,
Tu,11/12/2019,123.18,,,
Mo,11/11/2019,123.85,,,
