,Date,Last Px,SMAVG (50) ,SMAVG (100) ,SMAVG (200) 
Mo,5/18/2020,58.7,82.7278,75.7464,
,,,,,
Fr,5/15/2020,56.53,84.058,75.7125,
Th,5/14/2020,59.05,84.8666,75.6891,
We,5/13/2020,57.56,85.4774,75.6356,
Tu,5/12/2020,61.26,86.3856,75.5941,
Mo,5/11/2020,61.6,87.2582,75.5353,
,,,,,
Fr,5/8/2020,57.4,88.2196,75.4806,
Th,5/7/2020,54.93,88.9234,75.471,
We,5/6/2020,51.31,89.5648,75.538,
Tu,5/5/2020,49.65,90.2862,75.6379,
Mo,5/4/2020,49.25,91.0316,75.8123,
,,,,,
Fr,5/1/2020,48.11,91.5374,75.9927,
Th,4/30/2020,53.59,91.9672,76.1523,
We,4/29/2020,57.15,92.2562,76.2537,
Tu,4/28/2020,58.89,92.4664,76.3123,
Mo,4/27/2020,62.7,92.5362,76.3696,
,,,,,
Fr,4/24/2020,66.09,92.5524,76.3368,
Th,4/23/2020,67.25,92.501,76.2416,
We,4/22/2020,72.29,92.4538,76.1453,
Tu,4/21/2020,73.83,92.3706,76.0263,
Mo,4/20/2020,70.6,92.2058,75.9035,
,,,,,
Fr,4/17/2020,69.84,92.0186,75.8192,
Th,4/16/2020,69.93,91.9032,75.7391,
We,4/15/2020,70.5,91.868,75.6956,
Tu,4/14/2020,69.52,91.9142,75.617,
Mo,4/13/2020,75.85,91.9834,75.5631,
,,,,,
Th,4/9/2020,74.39,91.8878,75.4216,
We,4/8/2020,75.71,91.7234,75.3194,
Tu,4/7/2020,72.21,91.5212,75.2233,
Mo,4/6/2020,66.28,91.4116,75.1994,
,,,,,
Fr,4/3/2020,65.01,91.2848,75.181,
Th,4/2/2020,71.99,91.0914,75.2017,
We,4/1/2020,83.13,90.6778,,
Tu,3/31/2020,83.87,90.0836,,
Mo,3/30/2020,90.7,89.3996,,
,,,,,
Fr,3/27/2020,88.33,88.593,,
Th,3/26/2020,88.48,87.8372,,
We,3/25/2020,87.14,87.1146,,
Tu,3/24/2020,111.09,86.4372,,
Mo,3/23/2020,135.38,85.2818,,
,,,,,
Fr,3/20/2020,133.37,83.7274,,
Th,3/19/2020,141.13,82.2698,,
We,3/18/2020,124.14,80.6998,,
Tu,3/17/2020,109.85,79.4728,,
Mo,3/16/2020,124.53,78.4782,,
,,,,,
Fr,3/13/2020,138.4,77.1316,,
Th,3/12/2020,152.62,75.5292,,
We,3/11/2020,127.84,73.6694,,
Tu,3/10/2020,123.72,72.2186,,
Mo,3/9/2020,163.7,70.8726,,
,,,,,
Fr,3/6/2020,125.21,68.765,,
Th,3/5/2020,96.96,67.367,,
We,3/4/2020,89.59,66.5116,,
Tu,3/3/2020,102.97,65.7938,,
Mo,3/2/2020,104.89,64.8026,,
,,,,,
Fr,2/28/2020,109.67,63.8124,,
Th,2/27/2020,92.59,62.7416,,
We,2/26/2020,87,62.0186,,
Tu,2/25/2020,87.38,61.5112,,
Mo,2/24/2020,86.92,60.9896,,
,,,,,
Fr,2/21/2020,74.54,60.593,,
Th,2/20/2020,69.6,60.448,,
We,2/19/2020,68.04,60.3374,,
Tu,2/18/2020,67.66,60.2512,,
,,,,,
Fr,2/14/2020,62.38,60.1582,,
Th,2/13/2020,63.51,60.203,,
We,2/12/2020,63.52,60.1212,,
Tu,2/11/2020,64.89,59.9822,,
Mo,2/10/2020,68.13,59.8368,,
,,,,,
Fr,2/7/2020,65.59,59.682,,
Th,2/6/2020,61.24,59.6012,,
We,2/5/2020,64.07,59.6198,,
Tu,2/4/2020,68.17,59.575,,
Mo,2/3/2020,72.81,59.5232,,
,,,,,
Fr,1/31/2020,72.98,59.3198,,
Th,1/30/2020,71.07,59.1428,,
We,1/29/2020,66.17,58.9554,,
Tu,1/28/2020,65.6,58.9154,,
Mo,1/27/2020,66.73,58.9254,,
,,,,,
Fr,1/24/2020,59.94,58.9872,,
Th,1/23/2020,55.34,59.0772,,
We,1/22/2020,51.31,59.312,,
Tu,1/21/2020,53.42,,,
,,,,,
Fr,1/17/2020,49.67,,,
Th,1/16/2020,50.37,,,
We,1/15/2020,50.54,,,
Tu,1/14/2020,52.35,,,
Mo,1/13/2020,53.27,,,
,,,,,
Fr,1/10/2020,53.32,,,
Th,1/9/2020,57.66,,,
We,1/8/2020,60.49,,,
Tu,1/7/2020,62.63,,,
Mo,1/6/2020,62.79,,,
,,,,,
Fr,1/3/2020,60.12,,,
Th,1/2/2020,57.2,,,
Tu,12/31/2019,58.28,,,
Mo,12/30/2019,59.63,,,
,,,,,
Fr,12/27/2019,55.3,,,
Th,12/26/2019,56.42,,,
Tu,12/24/2019,58.32,,,
Mo,12/23/2019,55.31,,,
,,,,,
Fr,12/20/2019,54.19,,,
Th,12/19/2019,53.7,,,
We,12/18/2019,53.41,,,
Tu,12/17/2019,55.38,,,
Mo,12/16/2019,56.13,,,
,,,,,
Fr,12/13/2019,56.44,,,
Th,12/12/2019,61.63,,,
We,12/11/2019,61.3,,,
Tu,12/10/2019,67.09,,,
Mo,12/9/2019,67.29,,,
,,,,,
Fr,12/6/2019,64.07,,,
Th,12/5/2019,63.73,,,
We,12/4/2019,63.01,,,
Tu,12/3/2019,64.62,,,
Mo,12/2/2019,59.42,,,
,,,,,
Fr,11/29/2019,56.57,,,
We,11/27/2019,57.62,,,
Tu,11/26/2019,60.39,,,
Mo,11/25/2019,61.55,,,
,,,,,
Fr,11/22/2019,62.17,,,
Th,11/21/2019,61.83,,,
We,11/20/2019,65.58,,,
Tu,11/19/2019,62.64,,,
Mo,11/18/2019,64.13,,,
,,,,,
Fr,11/15/2019,61.7,,,
Th,11/14/2019,64.17,,,
We,11/13/2019,66.1,,,
Tu,11/12/2019,69.82,,,
,,,,,
Fr,11/8/2019,64.44,,,
Th,11/7/2019,67.08,,,
